240849_at,1556314_a_at,233846_at,1554154_at,233443_at,242306_at,235775_at,224370_s_at,238023_at,230291_s_at,1555548_at,223168_at,224066_s_at,232421_at,202063_s_at,1560303_at,244630_at,1553600_at,228878_s_at,237643_at,204059_s_at,1558154_at,244268_x_at,1567237_at,244070_at,235072_s_at,242366_at,1555979_at,238821_at,228933_at,221948_s_at,1569362_at,236933_at,215137_at,217593_at,226573_at,1557322_at,217462_at,208138_at,224133_at,224810_s_at,201181_at,221954_at,211171_s_at,1566690_at,1563946_at,217413_s_at,239843_at,212848_s_at,233447_at,206827_s_at,207289_at,236040_at,219355_at,237707_at,219495_s_at,239657_x_at,209159_s_at,244626_at,209811_at,202056_at,237696_at,51158_at,227196_at,1552734_at,225366_at,1567590_at,208819_at,241458_at,226607_at,201489_at,232189_at,229562_at,1561928_s_at,243283_at,235889_at,230300_at,1566577_at,208878_s_at,219461_at,1555962_at,237851_at,234373_x_at,228405_at,225363_at,234271_at,242180_at,205486_at,237464_at,242767_at,1553235_at,221676_s_at,236849_at,238245_at,204633_s_at,218979_at,232076_at,241361_at,232674_at,233835_at,236195_x_at,1553640_at,242980_at,1563327_a_at,231541_s_at,204689_at,211551_at,216338_s_at,212864_at,207004_at,217142_at,220778_x_at,212342_at,228949_at,212799_at,228757_at,234110_at,207084_at,225915_at,234972_at,244494_at,233871_at,227728_at,233439_at,215372_x_at,215507_x_at,236887_at,230978_at,1556228_a_at,227618_at,230100_x_at,219842_at,210310_s_at,233812_at,239135_at,212839_s_at,211445_x_at,226115_at,225024_at,227738_s_at,220615_s_at,238035_at,230855_at,244779_at,223888_s_at,204108_at,201056_at,1564876_s_at,241556_at,224975_at,235934_at,241817_at,1555687_a_at,1555888_at,209475_at,201773_at,208901_s_at,230514_s_at,211500_at,213345_at,1561631_at,204055_s_at,228415_at,238476_at,235825_at,222020_s_at,227476_at,210341_at,233381_at,226512_at,242847_at,229482_at,213222_at,206342_x_at,209001_s_at,236577_at,232829_at,216888_at,203769_s_at,221408_x_at,1567068_at,202254_at,204648_at,225013_at,1558937_s_at,225880_at,216794_at,203080_s_at,1565306_a_at,202266_at,221840_at,244667_at,215636_at,241143_at,217597_x_at,222498_at,244160_at,228412_at,208070_s_at,243009_at,Class
52.9963,18.8482,37.8619,28.2389,55.6742,17.489,8.80166,5.38414,14.3376,6.45277,36.7448,230.809,24.4923,15.9725,22.4233,8.76404,37.3233,39.0172,43.0493,33.7819,10.1376,55.0581,138.419,19.0754,14.7884,242.431,345.969,25.0666,12.4861,44.8087,46.8001,7.46744,47.2798,66.8885,79.6833,62.9909,13.3292,39.2462,34.4959,51.9171,2122.47,184.748,188.011,11.8036,49.2597,66.4407,61.964,159.543,58.655,13.0576,55.5148,80.0195,28.7055,25.3593,9.3338,58.1595,126.029,19.829,9.08544,59.636,290.826,14.1173,22.5817,9.26803,11.0085,91.6379,12.4839,1117,57.5108,133.341,608.88,31.5739,68.5617,28.2681,10.0116,19.2472,42.6589,37.185,241.92,14.9945,47.9234,81.9603,52.4164,151.116,3947.82,33.1361,33.7556,131.097,27.8483,13.7155,27.8479,690.206,23.0626,51.2149,481.29,180.895,83.0763,37.2513,35.5983,22.0958,60.0291,21.6387,7.62523,16.0926,31.0527,191.909,16.505,317.551,295.337,105.453,142.916,111.98,62.6615,157.212,377.116,54.0223,5.80705,15.4711,33.1492,190.326,17.502,13.2861,347.818,28.0829,115.415,63.6652,22.5434,18.1651,178.472,277.545,131.778,11.2405,18.2325,61.2274,1006.2,9.60394,1211.59,90.7396,139.101,172.353,221.821,449.681,59.7034,57.1586,28.2417,190.04,106.274,36.3591,49.9651,27.4529,55.8087,122.968,17.1094,290.384,532.865,460.529,798.694,21.6939,100.876,60.4651,6.79517,21.6725,237.228,348.979,18.8819,20.8181,316.104,15.0972,56.1818,121.19,77.047,24.6226,102.943,495.352,1054.5,11.0041,109.241,63.8954,51.8724,32.7201,26.0983,81.8432,105.708,20.5941,12.1799,148.085,18.5122,379.755,23.3174,889.52,939.129,48.0615,17.0889,33.6114,80.7928,125.577,44.4464,136.348,226.496,12.8179,Autism
54.4229,23.6774,36.013,36.3378,44.9783,14.1214,8.19993,5.35392,17.427,7.30337,32.5977,166.483,15.2985,16.2483,25.8593,8.52564,30.0231,39.4481,40.5519,38.1836,8.83315,37.7188,151.886,12.0614,15.8333,421.401,470.727,27.1283,13.7217,43.7387,44.5745,7.92727,40.2486,94.6897,27.3451,48.1428,18.4746,32.8472,42.0785,66.3068,2717.55,169.354,350.792,13.9648,52.7661,84.3209,72.3883,126.198,52.7514,9.77023,59.888,103.675,31.399,23.3877,10.6361,44.7355,42.0034,17.1868,10.5734,44.7355,319.67,14.4408,20.2471,10.6409,11.1441,52.3823,21.247,1361.3,64.5187,154.223,1019.14,32.7965,67.4466,37.7188,12.7779,14.8663,34.5124,33.4859,309.057,21.5511,55.3707,69.4222,42.9644,138.455,4702.3,24.4992,34.8946,132.222,41.251,20.4437,36.4411,876.886,27.6535,44.7961,752.889,142.722,97.9505,48.1161,28.4713,27.4797,81.8142,18.0401,10.9122,24.348,48.9511,206.518,18.6075,523.001,465.219,107.636,149.365,104.295,76.5759,79.3256,484.95,56.3164,6.92849,20.6371,54.64,91.2932,24.5004,12.7704,262.876,37.2543,93.7663,62.4732,17.2882,29.6302,245.687,483.24,132.053,14.826,18.7695,54.5968,1102.17,10.7109,1112.96,92.3968,171.363,130.094,384.538,469.165,30.1374,37.3284,34.8979,298.193,123.723,38.6172,58.6007,24.0127,46.4864,129.777,14.4695,267.548,341.167,345.577,959.321,29.2616,120.474,54.5877,7.37252,43.8006,254.297,319.777,30.2393,16.5747,350.353,16.5437,71.174,105.05,68.3522,22.6035,62.9478,921.173,1211.4,11.828,272.709,61.0849,61.2042,20.9667,29.4319,103.531,99.4274,23.9563,15.4735,79.4928,23.0047,385.437,16.0962,833.638,1441.73,41.7478,12.6342,30.9104,76.1111,131.021,31.7987,237.321,142.94,10.5345,Autism
61.0072,25.4478,32.1727,31.3287,49.3598,14.7624,9.61863,4.68761,16.4714,7.21832,28.1874,255.358,21.9855,14.4269,23.9076,7.93255,35.5308,35.4515,53.7363,43.0501,9.21552,48.6221,182.321,13.3199,17.3486,578.962,497.917,24.525,11.4615,44.2787,44.1666,7.5341,40.6323,59.821,36.8862,62.8932,17.7166,30.0214,45.0143,49.0398,2786.99,238.054,312.529,13.7283,61.1563,63.7934,73.1077,194.175,65.5435,13.2266,52.0634,79.3961,31.573,15.5282,9.60768,55.5231,65.7796,16.4953,8.75707,59.0675,271.152,19.0841,20.5088,8.37128,11.8976,148.863,14.7586,1376.76,49.0674,111.457,1077.75,38.9436,61.8193,33.3469,11.1083,17.7149,46.3139,45.3034,488.153,15.4026,46.9135,68.978,62.2882,151.266,4827.8,42.2028,32.3365,174.605,35.2217,12.0708,25.5314,742.176,35.0535,43.5608,528.693,227.668,95.6759,35.8408,33.9692,20.8204,60.3301,16.7785,11.2267,16.8199,33.4837,237.771,15.3333,588.638,537.833,92.5376,132.169,98.3018,75.7252,193.569,438.972,50.1833,5.95721,19.1751,48.4371,157.399,25.1091,14.5171,344.808,23.7832,106.932,50.6536,21.1504,21.7196,200.397,426.739,158.523,12.8595,20.3503,57.088,1764.18,9.733,1098.84,79.6604,129.916,169.407,245.416,511.8,40.3458,46.7532,23.9295,238.447,105.437,33.5759,54.3316,23.6759,43.8824,153.108,19.3706,338.396,436.261,498.639,885.118,22.6267,107.594,57.5197,7.46044,35.7634,276.259,388.14,21.8736,16.1968,371.6,16.3801,61.5826,89.7534,62.0156,30.5666,82.6869,824.101,1184.14,9.62518,200.789,60.6797,49.6989,34.8422,20.0292,121.008,105.87,15.5001,11.293,129.123,25.5314,829.022,18.4877,1485.35,1342.69,58.5647,13.5108,41.8262,101.259,122.585,45.3334,252.041,238.284,11.777,Autism
73.2757,12.1238,41.9562,33.0155,47.9704,14.2469,9.52118,5.61564,17.3613,7.48924,26.5138,164.482,17.0773,15.1978,23.3711,9.53096,39.3106,35.397,41.365,54.2911,12.2962,52.2695,129.01,15.6318,21.934,112.549,225.18,33.9977,11.0725,24.5553,39.8824,9.27593,46.2508,64.2087,42.0607,69.068,12.0449,41.1796,64.2536,56.1804,1818.65,108.277,315.397,16.9897,69.0118,73.7813,60.6869,61.3363,54.5884,11.9453,81.9192,88.4421,34.2996,16.7729,14.3718,43.5631,69.7722,19.8025,9.3486,44.9684,163.637,20.6761,20.871,6.90608,7.42363,69.8883,15.4868,1837.85,45.8489,97.5904,1047.82,33.3722,91.7073,32.9595,10.8084,20.3913,38.6513,39.2835,219.114,13.7767,65.7144,74.8273,43.9418,168.923,2886.63,31.6729,39.5484,155.158,40.2908,14.6187,22.8567,539.947,23.9823,39.6135,313.204,111.919,79.8493,46.2508,39.3377,24.0416,77.2097,22.9275,10.4487,23.9695,42.6683,125.063,19.3666,552.227,358.71,92.6768,139.479,112.115,33.7922,61.5734,159.227,59.9918,6.73,14.8941,30.9536,153.21,20.6761,10.7597,91.1002,34.5202,92.5676,49.8044,14.3004,22.7198,148.806,431.338,73.3487,10.1714,19.1688,78.7345,870.481,9.14716,972.884,52.5074,126.722,152.802,334.84,281.108,34.6528,24.3562,33.2902,223.637,99.9628,39.5484,65.1448,40.7398,49.9432,115.849,11.3977,146.631,205.473,286.08,960.731,27.1287,115.131,75.3184,7.03611,16.1516,91.6717,196.075,23.7406,13.8316,191.448,16.3393,75.0365,87.9045,59.6628,34.1617,27.2396,1111.37,692.058,16.6001,231.515,54.4496,66.2117,29.5339,31.0413,90.8546,139.957,20.9106,12.652,51.1706,22.9947,276.998,16.0184,547.533,518.368,43.7487,13.4872,33.9298,95.786,101.463,40.8715,188.877,94.5888,9.661,Autism
59.3858,22.2777,45.2163,24.7388,40.1808,16.6563,9.52944,5.16858,21.409,5.75213,44.3955,226.049,19.7006,20.161,22.6936,12.165,42.2812,45.1793,50.6984,44.7517,7.55754,40.1651,152.943,20.9709,26.4741,285.282,357.899,26.6795,12.6414,18.3403,54.2663,8.02454,58.488,61.863,38.5069,54.0821,24.149,32.7184,58.0845,63.913,2371.97,158.481,226.271,16.3675,86.8063,64.5327,70.8777,162.546,67.1506,11.5756,67.7348,88.9578,28.8038,18.8781,12.164,51.2893,96.5676,18.2868,9.74194,44.8751,223.188,18.4013,20.8098,8.02005,10.0219,119.199,14.186,905.238,34.7702,123.796,615.777,48.3588,82.9856,34.8802,15.605,24.492,46.5689,35.7978,296.196,15.4094,43.9817,59.7156,71.4276,108.73,3482.41,34.6203,46.9768,161.967,27.9606,17.5266,39.0083,520.329,20.8002,66.2028,312.974,213.619,115.088,41.2146,35.2075,20.6274,80.5786,23.8862,9.44238,20.0965,43.2769,221.343,26.5714,349.271,429.722,114.269,169.404,128.411,72.7594,161.013,356.512,67.3491,6.10975,15.8204,40.2133,142.769,25.2441,16.2268,306.075,31.2399,173.408,48.7963,15.65,22.0434,184.424,300.8,103.131,11.516,27.0816,80.8288,866.797,10.4374,1514.37,69.2206,150.31,157.242,284.447,445.68,60.8114,74.2244,25.2259,132.864,86.3245,47.2428,67.0947,27.9621,54.2223,85.3995,12.9829,256.6,373.795,516.56,722.137,24.941,139.249,61.0367,7.26063,22.7775,256.516,261.302,19.9891,19.886,274.137,18.3849,89.7676,121.329,63.8591,31.0442,69.9086,684.672,1285.4,10.8407,100.14,62.5509,41.0978,39.3442,28.3154,75.0714,112.82,20.36,11.1109,117.944,42.5434,398.514,24.5755,1205.66,877.642,56.1703,11.9481,36.2294,104.896,123.286,42.1968,139.366,236.225,10.0022,Autism
38.2905,26.8351,35.6381,29.5863,49.5892,15.4334,10.4119,5.46145,15.6484,6.60652,32.1394,196.215,21.8896,15.8087,25.1551,10.6553,27.5669,32.3674,47.4429,29.4139,17.2329,41.233,128.821,13.7555,13.0617,243.628,326.552,21.4794,12.9145,28.8713,33.3081,7.84199,45.0517,55.2225,45.8503,47.6066,18.5436,24.8645,34.1053,44.002,1645.36,172.391,184.941,11.3761,50.5743,52.1982,45.0755,162.259,64.2494,7.97531,56.0972,67.2502,24.6736,29.4387,9.12794,61.8468,74.0587,16.7913,8.94979,52.2879,298.679,15.5179,19.8464,9.05503,9.38989,135.112,15.3026,1402.11,42.9484,146.15,545.844,32.374,63.0468,28.541,15.773,17.6474,61.7847,35.1552,265.981,18.8896,60.2282,56.8571,48.7838,107.643,3182.8,27.4495,27.5132,108.836,40.3388,11.7281,28.6756,499.648,20.1634,47.5453,278.459,168.045,120.92,28.4114,29.4593,15.3612,61.493,14.081,8.04149,18.267,39.7223,182.671,16.5844,303.832,302.723,93.4764,148.486,75.3686,82.9548,96.8423,433.084,55.778,6.08988,16.2163,59.7232,155.574,15.5772,10.5392,320.616,26.4719,81.1607,47.869,18.184,13.1455,185.498,155.441,146.145,13.187,17.5657,59.4822,745.321,12.3503,1269.72,62.073,181.163,170.418,164.612,481.98,42.9018,91.3403,26.3757,199.826,91.4391,32.3466,59.3836,26.5026,41.6561,87.4828,15.9014,136.519,335.167,522.281,737.569,16.0434,100.875,53.5159,5.82582,17.8636,305.598,231.718,18.8589,12.4445,289.914,15.9014,54.6842,120.414,77.5716,19.1265,151.486,522.111,1198.26,12.0431,126.863,52.9485,62.1869,21.3433,20.7219,72.6188,93.2351,14.801,9.31697,136.918,25.0963,310.484,15.8496,754.78,772.936,32.8701,15.0326,28.3935,84.2957,176.182,35.3576,101.004,241.203,8.8968,Autism
50.099,23.4461,33.448,33.5338,46.604,13.2378,8.99697,5.12183,17.7491,6.00083,29.5791,258.745,19.709,16.7877,18.3227,8.40675,33.932,35.5122,42.5641,34.9574,9.2042,42.8752,134.204,14.075,20.4175,378.456,344.063,23.6378,11.3594,31.2196,38.4197,6.98884,49.7658,59.6972,42.7891,63.7679,15.3061,29.6717,59.5037,60.9586,2543.1,165.75,257.891,14.2375,70.7933,59.4803,71.896,134.433,51.89,10.7242,60.3922,87.9976,34.2941,23.9211,9.68345,65.3557,56.2112,16.8435,10.4592,62.825,255.736,16.2945,20.6565,8.70505,9.16671,125.991,11.8943,1216.34,44.7905,111.35,635.749,34.2012,59.0479,33.632,10.2476,17.4728,49.3073,40.6882,386.018,16.8321,45.3306,51.5598,53.9069,137.77,3778.95,37.7558,42.3678,142.561,37.519,12.9768,30.4526,673.709,22.3677,43.188,447.849,199.361,87.6555,40.3126,33.6052,22.5511,65.5135,15.2098,9.66867,14.396,42.4737,254.764,16.9788,441.264,312.921,99.9668,130.203,86.324,49.5829,284.79,315.69,53.1451,5.13755,19.6745,51.0122,170.669,20.7992,13.0685,364.532,20.1002,120.499,54.617,20.2396,22.4828,151.415,326.25,145.426,12.7774,20.032,62.9922,1305.62,9.85238,1284.63,82.6012,126.438,167.159,304.816,450.854,42.6313,66.6366,30.1892,222.729,110.662,35.2492,59.9105,26.2359,44.4538,95.2715,14.8071,256.953,435.016,519.493,902.779,18.4231,112.47,60.2409,6.51506,38.924,285.916,296.806,14.0902,17.4235,415.544,14.4733,63.4559,95.8835,69.6009,24.6388,52.8219,737.781,1486.17,9.3342,104.689,55.4271,36.915,32.4717,20.713,68.4117,118.583,21.7491,11.9929,121.45,23.7003,536.945,13.4108,990.703,1171.95,51.4157,12.9431,34.4469,82.1005,142.032,50.9536,148.469,308.843,16.1273,Autism
54.922,31.1603,34.174,25.9223,48.8262,14.7464,8.14854,5.42094,11.9555,6.71527,22.9659,233.081,20.2589,13.9128,31.6218,8.91138,31.0169,34.8585,23.1902,45.5335,9.04193,36.5578,179.818,16.119,13.9348,600.195,705.121,25.832,13.7477,125.481,37.046,8.61025,38.836,55.2387,37.1795,40.1691,19.0015,28.6548,34.171,49.8688,3406.04,278.467,389.148,16.2105,43.6246,77.3769,53.773,185.613,62.5933,7.25306,52.9392,73.5701,28.7024,26.0608,8.4596,77.6802,117.858,22.1593,10.2135,74.4311,272.894,13.6035,19.1746,8.5565,11.2961,166.728,22.8083,1589.82,79.5639,181.078,1347.93,26.1202,62.1109,36.6192,12.586,26.0916,43.0107,22.2768,424.693,15.8505,58.2352,62.5183,37.2284,104.713,4919.31,16.5644,27.9405,204.138,32.5029,15.1696,19.0682,1126.8,34.6261,48.649,697.399,207.108,89.0973,35.5863,24.7431,20.3323,57.8506,18.7138,7.03562,19.4121,32.7549,249.779,17.3498,506.411,645.149,93.4476,153.562,61.5048,88.835,226.086,492.091,71.9377,5.92444,19.1525,77.6929,145.855,13.4474,11.5621,445.211,29.6334,101.546,48.7324,14.7961,22.8596,251.805,708.426,176.109,13.1089,13.099,50.7,2345.13,12.5818,1256.27,123.666,221.776,119.082,660.151,506.798,35.1934,64.5653,32.1612,286.348,101.442,35.6589,60.1186,23.9405,33.8651,244.102,11.4459,406.602,504.911,596.619,1221.54,24.7431,73.6386,49.5345,6.70288,23.0919,381.844,454.111,24.7167,16.8962,440.255,14.6789,69.3831,106.828,86.4669,23.7321,121.924,1486.53,1449.61,10.5534,408.303,62.5562,84.9175,21.6759,23.379,161.325,82.7436,27.2831,13.0274,155.369,20.0553,605.043,10.5399,1468.08,1725.08,48.621,14.6953,26.2835,67.0779,163.478,39.8775,234.181,217.548,9.26605,Autism
60.7706,29.1893,29.1082,34.9063,35.9073,11.7561,10.3176,5.98926,18.793,7.14979,35.7922,199.484,15.8124,12.8049,24.4288,10.5563,29.1311,27.2432,39.4393,38.8964,19.6717,48.296,187.216,10.5357,18.2889,575.346,394.762,18.3588,19.0351,96.371,42.6217,7.18099,45.0378,52.0599,35.0241,48.8358,26.6153,24.2434,40.9846,52.6001,2749.25,279.394,319.578,14.4721,67.3755,75.5158,57.7598,291.116,62.4229,10.2999,51.4344,72.1704,22.2175,33.5971,9.55586,68.552,55.9871,15.8921,10.397,22.7202,275.125,14.8736,19.838,9.14541,10.5374,198.244,11.7947,1628.78,54.9365,186.186,875.923,39.9756,57.2572,36.7766,12.37,19.7451,58.9975,29.9996,489.111,19.5466,51.517,45.2726,55.6473,86.7148,4834.56,36.9858,31.0168,146.247,31.5103,13.1887,35.7907,753.79,29.3129,38.2471,483.411,211.359,78.9844,46.2996,28.4128,17.1183,70.5721,16.8228,8.99596,16.8645,29.4601,286.009,19.1072,424.771,387.844,92.4332,153.73,67.8929,78.6152,338.984,567.167,45.82,6.52919,15.1627,32.7389,132.724,14.8485,9.10576,440.796,21.4382,92.9088,44.8617,27.3281,14.1074,212.706,374.809,195.846,17.1311,17.0567,62.4655,1655.17,12.5791,1227.29,133.525,185.395,101.182,311.697,662.31,42.4985,95.8888,23.0719,265.339,115.058,37.0473,52.7944,30.9903,37.3978,160.263,16.1869,306.177,491.053,704.985,1018.67,18.5064,83.9303,51.1034,6.58069,19.149,318.433,391.104,20.6449,17.0629,368.362,15.0946,55.3258,113.904,84.5773,20.6133,145.54,892.162,1363.75,8.72173,238.23,43.217,52.0263,27.9233,29.3873,114.566,76.4343,18.2897,10.1059,205.307,22.5613,814.16,17.1079,1765.74,1743.6,54.5349,9.94844,31.5952,72.2808,200.638,45.128,278.102,334.746,16.7872,Autism
59.1896,15.2083,31.9113,28.9777,47.1662,11.8996,7.73868,5.67539,14.6845,6.56652,26.3995,183.162,15.2849,15.7537,23.9051,8.28391,31.231,41.596,39.814,30.0668,8.53118,52.6569,202.544,11.8393,14.0097,585.001,485.078,25.1144,9.81077,75.854,35.015,7.22101,44.277,86.4889,53.3084,54.3789,16.402,39.1001,52.1813,53.5215,2587.48,172.341,289.478,11.9565,68.1887,66.4801,67.6221,166.1,45.5945,8.97121,69.3161,66.7653,23.8822,23.1633,12.9309,54.8655,73.1805,17.2162,9.29912,58.089,194.609,16.2123,22.4554,7.87555,13.6759,130.125,13.269,1781.71,47.6679,94.236,1164.94,30.2079,65.0635,34.5113,10.8837,24.6038,36.8359,24.5687,425.767,17.7476,40.724,56.7406,49.2223,143.025,3614.5,27.0812,26.8684,143.387,36.8615,13.0944,28.2369,1100.44,22.2213,43.7036,725.305,180.393,77.2818,40.045,26.6142,17.4147,65.6809,14.7354,8.30916,18.422,41.5489,211.06,15.6519,894.956,391.09,81.0781,136.898,75.3462,59.958,539.83,424.956,56.286,6.83848,17.0062,37.9539,158.725,15.8088,11.8488,283.919,32.1124,108.586,44.3525,16.6352,15.8339,149.175,599.239,107.175,12.0673,16.3825,64.4974,1942.37,9.4101,1139.18,110.269,157.785,154.423,396.318,403.184,40.346,46.5801,24.6679,210.219,115.199,35.2277,46.4995,19.9645,40.0427,221.122,15.0058,429.441,324.645,526.657,994.6,19.6314,123.381,52.6294,8.05544,42.4997,212.819,487.173,18.5248,16.5153,269.635,15.8661,76.4079,85.1008,66.7316,24.7126,47.0454,1068.06,1081.76,10.8491,228.468,48.2734,42.754,25.6657,17.8023,87.5638,107.218,14.6778,14.5135,147.48,24.0695,671.964,9.91106,1495.71,1565.36,47.2748,17.7413,35.6529,69.6493,90.5962,33.2719,338.051,217.228,20.7504,Autism
86.1314,18.4413,41.1709,26.2697,68.6985,17.6595,8.37263,5.60006,20.0743,7.63376,36.5399,141.872,26.1985,18.3491,16.5032,10.6729,51.299,44.0079,63.362,40.7075,9.10615,40.2044,141.034,19.2475,19.303,369.346,313.89,30.2739,10.5697,42.2295,52.521,6.75411,66.5857,83.3554,35.1762,68.7379,13.3962,55.704,54.8692,61.7186,2713.28,162.423,217.879,15.3988,78.1954,91.4188,97.9468,122.007,62.9425,15.933,73.1985,138.472,40.2162,15.7099,9.12692,48.6439,98.8991,22.0371,11.0944,34.2959,171.268,21.2215,22.1998,8.70507,10.3195,77.9032,18.9874,861.735,36.6792,95.4063,852.768,43.8566,78.1669,32.5852,10.3976,19.5447,42.9675,51.4166,368.092,16.5289,51.0391,68.5592,71.1162,167.941,4038.27,37.1803,45.8685,144.867,32.2339,15.5891,36.323,510.979,15.2459,67.6991,482.937,135.544,95.1698,45.1629,31.996,27.1344,63.6825,14.8454,10.6292,15.7973,33.0164,176.799,25.0566,400.889,314.202,177.924,174.78,144.513,43.4887,91.4526,374.608,71.419,5.93599,18.7428,40.145,159.218,25.3256,13.2102,289.013,32.9658,117.885,57.0228,13.2233,27.5018,151.851,344.149,100.778,10.4805,22.3987,74.1453,1371.53,8.34993,1180.58,68.8547,118.887,192.547,361.367,457.193,67.1722,65.3415,41.9782,204.51,138.342,51.1535,55.497,23.3496,54.8515,114.447,13.6898,301.241,410.447,408.851,775.927,22.4608,120.6,68.7871,6.49548,26.3718,226.679,236.045,18.0068,16.8778,256.275,15.6516,75.9145,108.496,55.3249,27.4994,49.9127,603.004,1107.28,11.5143,172.054,91.4554,52.5496,41.8661,23.0656,77.0975,115.24,24.996,10.4966,93.6398,33.5038,625.536,15.4871,930.787,1359.68,55.7037,12.7906,45.166,123.19,98.5352,56.4371,170.237,234.737,10.6138,Autism
48.5368,30.5798,26.7953,29.7363,45.4686,12.9298,8.40138,5.63446,13.4783,5.51988,31.4971,236.83,18.3483,16.8086,26.7315,8.01795,25.5837,38.6582,40.0611,37.2112,19.3175,57.3545,152.804,12.7753,16.4706,578.579,458.552,20.3199,15.9313,69.8132,39.4289,7.40034,58.7537,58.1167,32.3014,55.3261,19.113,29.8161,46.5548,49.9857,2877.18,258.534,318.368,13.9784,61.0247,68.1196,65.1013,228.166,57.9254,10.9257,63.2266,63.6816,30.9768,50.9377,12.7313,66.5898,49.6457,20.1897,8.40373,77.8346,324.015,15.3559,22.5974,9.05886,9.45502,124.968,11.8653,1192.96,57.0717,125.344,948.724,34.9597,52.7807,26.16,13.5329,15.1358,55.5048,27.1844,434.96,15.4639,55.1449,59.5795,54.2278,123.925,4244.33,31.3277,29.4201,149.474,42.9271,13.9696,29.1312,770.262,35.838,32.9002,638.047,214.965,82.7107,34.1033,29.3016,22.5956,59.9427,20.3024,9.62803,16.0597,31.8053,183.716,17.4125,599.884,416.835,101.375,130.012,69.0078,84.213,272.056,482.33,59.6057,5.97695,16.5811,56.4356,142.341,17.025,10.412,464.055,24.5551,117.827,52.326,25.1868,17.7118,219.236,461.83,144.926,13.6143,19.1451,47.7233,1590.09,10.2276,1294.2,152.709,139.008,150.724,239.841,506.564,33.9699,68.5759,25.3359,265.377,119.299,38.8963,51.1575,24.7635,43.5603,182.758,16.51,427.682,579.934,584.938,764.795,25.0193,101.807,58.7537,5.88392,38.2857,290.843,364.248,16.5903,13.6243,383.548,14.4356,61.0964,122.248,89.5769,24.1806,87.2753,1001.44,1090.53,10.7988,188.062,53.6504,41.5896,25.4641,22.0547,105.955,108.074,19.4355,13.9185,171.278,20.8312,1020.76,17.1217,1634.5,1196.35,51.532,13.5104,32.7908,85.8994,168.807,41.8085,315.309,297.041,16.1646,Autism
54.4147,27.7328,40.7117,25.0231,49.1736,15.4454,9.6993,5.08446,11.4405,6.83787,31.4888,222.343,17.3635,13.3737,25.532,13.2835,47.9328,31.2538,39.2082,34.735,14.2279,38.2531,155.975,14.4036,16.4494,546.644,465.75,20.6414,10.8246,81.9277,52.2955,8.72008,31.0465,75.8583,97.3663,45.8117,22.5852,38.0357,45.3919,41.9871,2880.69,225.726,348.3,16.0324,49.5158,74.1672,70.1336,212.098,56.7193,9.46347,61.7629,81.5049,31.5619,29.0561,10.0698,65.1089,76.4616,16.4794,10.2619,60.9171,258.349,14.7622,20.9029,9.60511,9.95897,113.165,19.168,1371.78,52.2086,174.467,1096.54,23.5722,55.4438,26.7391,9.43367,16.6354,40.1272,25.292,313.792,18.3955,45.355,60.1558,48.3373,143.778,4325.11,23.8065,39.1687,173.05,30.7561,14.6547,22.7882,934.266,36.1455,58.2308,681.2,214.486,87.2579,39.7024,24.0926,16.1083,63.3083,19.3693,7.65628,15.9762,31.1741,243.857,15.9003,579.995,538.967,60.2989,126.304,70.884,60.6805,477.922,479.385,57.9766,5.45317,18.3312,55.4276,183.321,18.6208,14.0121,328.949,35.9504,95.3388,57.8078,12.7976,15.792,215.258,467.711,140.753,11.7251,21.0205,41.9724,1527.9,13.9534,1212.49,140.338,166.625,117.368,510.222,547.465,33.877,49.4777,32.6248,320.4,119.799,30.4149,64.3071,20.8051,38.4663,178.005,18.1577,328.856,480.835,532.08,872.28,22.5503,79.5738,53.2128,7.13368,28.0698,252.54,308.949,28.8256,14.0365,372.046,16.8811,60.2989,92.4852,73.9784,23.6587,92.3202,1332.85,1095.98,11.117,291.892,61.2086,48.72,25.5014,18.3955,107.363,77.3571,21.9652,12.1216,131.007,20.3389,680.238,11.8021,1310.8,1644.76,39.6213,12.9718,28.5134,78.8658,143.594,42.4412,299.88,202.604,9.61861,Autism
