240849_at,1556314_a_at,233846_at,242306_at,1554154_at,230291_s_at,238023_at,233443_at,1555548_at,224066_s_at,224370_s_at,235775_at,244630_at,228878_s_at,1553600_at,202063_s_at,223168_at,1560303_at,232421_at,244268_x_at,1567237_at,1558154_at,235072_s_at,217593_at,237643_at,221948_s_at,226573_at,215137_at,1555979_at,242366_at,236933_at,228933_at,1566690_at,208138_at,244070_at,204059_s_at,238821_at,207289_at,217413_s_at,224810_s_at,201181_at,237696_at,239657_x_at,244626_at,224133_at,217462_at,206827_s_at,236040_at,1567590_at,1569362_at,211171_s_at,1566577_at,237851_at,208819_at,225366_at,1557322_at,242180_at,221954_at,241458_at,233447_at,219461_at,1561928_s_at,209159_s_at,1555962_at,202056_at,209811_at,201489_at,239843_at,1563946_at,219355_at,208878_s_at,219495_s_at,234373_x_at,232189_at,227196_at,237707_at,234271_at,238245_at,229562_at,51158_at,207004_at,228405_at,237464_at,218979_at,204633_s_at,244494_at,1553235_at,232674_at,212848_s_at,233835_at,205486_at,242767_at,1552734_at,235889_at,234972_at,242980_at,230300_at,221676_s_at,243283_at,223888_s_at,211551_at,241361_at,217142_at,231541_s_at,228949_at,225363_at,207084_at,227618_at,1563327_a_at,1564876_s_at,212864_at,215372_x_at,208901_s_at,236849_at,236195_x_at,215507_x_at,241817_at,230514_s_at,216338_s_at,228757_at,230100_x_at,241556_at,226607_at,232076_at,204689_at,233439_at,220778_x_at,1553640_at,225013_at,235825_at,212799_at,239135_at,1561631_at,225880_at,235765_at,204108_at,233871_at,227728_at,230855_at,229482_at,235934_at,227738_s_at,211500_at,238476_at,228415_at,217597_x_at,1556228_a_at,233734_s_at,230978_at,225915_at,201056_at,201773_at,236577_at,244160_at,228412_at,229967_at,220615_s_at,238035_at,221840_at,216888_at,221408_x_at,210310_s_at,203769_s_at,234110_at,210445_at,233812_at,211445_x_at,236887_at,226115_at,238167_at,212342_at,213222_at,210341_at,202266_at,1555888_at,237234_at,1555687_a_at,202254_at,203080_s_at,219292_at,203232_s_at,209001_s_at,215636_at,236193_at,233381_at,206342_x_at,241771_at,216398_at,225024_at,222498_at,212839_s_at,1558588_at,241143_at,202822_at,217195_at,244779_at,222020_s_at,201315_x_at,1567068_at,244667_at,Class
61.754,23.8882,32.0676,19.2464,32.2512,6.65931,18.1148,42.1403,32.7743,22.7805,4.75236,9.21207,35.9788,44.2627,39.2271,19.0404,264.562,7.05064,16.8554,163.132,19.2358,44.1962,336.568,36.5075,41.0943,49.3331,51.8728,83.2076,31.3232,400.984,64.1885,34.2009,70.7959,59.8184,16.8754,14.8401,12.2423,112.279,74.467,2600.94,215.503,17.5345,85.3321,12.0744,64.6687,42.1436,73.7103,31.6954,15.5836,8.46269,15.6145,42.5759,79.5291,1469.6,148.075,20.1233,35.7063,226.826,41.5793,13.769,18.7988,50.5437,19.0307,55.6126,280.708,56.0675,1198.29,197.389,66.7124,20.0376,358.29,53.569,59.4483,33.7382,10.9611,10.508,38.4286,51.0106,81.0102,19.4431,138.298,110.152,33.8514,278.242,481.398,22.7873,29.6091,40.9915,51.4006,21.4032,140.241,15.9627,11.248,20.7013,132.426,10.3501,39.6953,898.168,11.3748,25.3091,14.1074,38.7234,155.753,30.2339,232.711,4039.72,21.6077,340.729,21.0361,40.0113,364.172,88.1198,1045.7,22.6517,68.2338,50.9548,115.326,25.9068,418.482,67.7884,135.48,75.2113,98.1175,94.791,219.138,23.9097,86.5594,17.0704,22.7761,19.0394,434.173,1175.4,7.19483,148.017,33.264,257.527,12.791,325.317,42.4102,26.2665,47.5496,193.911,113.507,373.157,271.891,98.07,190.027,237.64,28.8381,54.0908,83.6086,471.974,9.50829,43.0044,234.419,3876.99,453.504,503.206,1188.73,66.4732,40.6169,15.1017,54.2032,5.90087,13.5963,72.9776,1082.8,14.0745,66.6471,132.95,62.1198,95.8788,15.5836,1217.27,250.597,61.0144,10.8107,88.7489,495.217,138.967,309.645,1310.3,13.6469,284.819,70.7959,795.776,21.3266,24.1062,162.5,134.112,9.99376,15.0844,44.5508,202.881,27.4155,63.5219,16.9534,11603.6,22.123,55.4733,Autism
56.3004,20.5728,47.2124,16.2273,27.8265,9.05591,21.8081,49.3638,46.9971,32.0464,4.79748,8.9119,44.3807,58.7831,34.1789,25.5393,201.507,10.7261,19.9032,213.762,16.658,48.7489,320.165,49.7367,55.7776,58.1389,69.364,65.9059,37.2494,433.755,52.8539,56.605,84.2762,59.3995,16.5859,13.4508,12.2354,101.594,105.137,1987.45,179.739,21.3692,113.314,14.5323,61.4332,41.037,63.2158,39.2802,16.658,7.44635,17.637,38.8202,75.5195,1209.55,119.675,24.6083,44.7504,287.536,37.6853,17.9533,17.4544,40.7866,16.5253,59.6958,227.659,72.7617,848.918,222.9,65.3509,18.1086,410.741,43.7345,83.6762,44.1769,9.84091,11.8757,28.8587,62.6961,82.626,25.2595,179.471,120.739,22.0288,209.839,463.486,24.3011,25.8897,36.9351,53.3892,23.8296,129.24,11.6019,10.1772,18.8484,109.09,14.4854,42.8626,856.556,8.91707,28.136,21.3563,47.269,133.101,44.058,354.92,4159.46,17.0669,260.885,19.3481,38.3075,572.278,114.059,653.775,29.3749,61.2618,55.7863,131.021,23.3516,477.764,68.1614,126.464,56.7517,113.314,105.779,173.818,36.1953,98.8563,21.9677,29.9015,24.6116,396.005,1288.57,7.88895,142.111,29.3459,198.212,11.3413,357.901,62.2664,36.6036,71.7715,200.158,131.394,367.48,222.18,125.753,164.211,323.122,27.0635,39.1052,80.8691,417.66,12.6563,48.1277,287.023,4369.04,298.886,457.692,937.548,74.6693,45.6698,28.5238,49.8854,6.34126,16.7929,69.3628,1131.53,14.0254,95.7182,126.4,64.933,69.4519,19.6183,1082.78,346.899,88.473,14.9245,66.0391,365.237,105.743,304.536,1312.43,12.6813,345.393,73.1596,988.598,27.3454,32.5065,133.802,84.2837,10.1451,17.8229,51.453,168.633,28.6573,40.842,22.5867,16080.2,29.0418,63.3232,Autism
52.9963,18.8482,37.8619,17.489,28.2389,6.45277,14.3376,55.6742,36.7448,24.4923,5.38414,8.80166,37.3233,43.0493,39.0172,22.4233,230.809,8.76404,15.9725,138.419,19.0754,55.0581,242.431,79.6833,33.7819,46.8001,62.9909,66.8885,25.0666,345.969,47.2798,44.8087,49.2597,34.4959,14.7884,10.1376,12.4861,80.0195,61.964,2122.47,184.748,14.1173,126.029,9.08544,51.9171,39.2462,55.5148,28.7055,12.4839,7.46744,11.8036,37.185,81.9603,1117,91.6379,13.3292,33.7556,188.011,57.5108,13.0576,14.9945,28.2681,19.829,47.9234,290.826,59.636,608.88,159.543,66.4407,25.3593,241.92,58.1595,52.4164,31.5739,9.26803,9.3338,33.1361,51.2149,68.5617,22.5817,105.453,151.116,27.8483,180.895,481.29,17.502,27.8479,35.5983,58.655,22.0958,131.097,13.7155,11.0085,19.2472,190.326,7.62523,42.6589,690.206,10.0116,28.2417,16.505,37.2513,142.916,31.0527,157.212,3947.82,15.4711,277.545,16.0926,36.3591,295.337,115.415,798.694,23.0626,60.0291,63.6652,122.968,21.6939,317.551,54.0223,131.778,49.9651,133.341,83.0763,191.909,28.0829,111.98,21.6387,20.5941,18.8819,377.116,1006.2,6.79517,148.085,30.0929,190.04,13.2861,347.818,59.7034,24.6226,55.8087,172.353,100.876,348.979,237.228,80.7928,178.472,255.253,18.1651,33.1492,106.274,460.529,11.0041,44.4464,136.348,2479.94,221.821,449.681,939.129,63.8954,32.7201,18.2325,51.8724,5.80705,13.5904,61.2274,1211.59,22.5434,90.7396,122.475,62.6615,102.943,15.0972,889.52,290.384,63.9812,17.1094,81.8432,379.755,118.632,325.94,1054.5,17.0889,248.283,56.1818,495.352,18.728,26.2762,139.101,125.577,9.60394,21.7117,33.6114,187.892,22.7814,57.1586,20.8181,10824.7,26.0983,48.0615,Autism
54.4229,23.6774,36.013,14.1214,36.3378,7.30337,17.427,44.9783,32.5977,15.2985,5.35392,8.19993,30.0231,40.5519,39.4481,25.8593,166.483,8.52564,16.2483,151.886,12.0614,37.7188,421.401,27.3451,38.1836,44.5745,48.1428,94.6897,27.1283,470.727,40.2486,43.7387,52.7661,42.0785,15.8333,8.83315,13.7217,103.675,72.3883,2717.55,169.354,14.4408,42.0034,10.5734,66.3068,32.8472,59.888,31.399,21.247,7.92727,13.9648,33.4859,69.4222,1361.3,52.3823,18.4746,34.8946,350.792,64.5187,9.77023,21.5511,37.7188,17.1868,55.3707,319.67,44.7355,1019.14,126.198,84.3209,23.3877,309.057,44.7355,42.9644,32.7965,10.6409,10.6361,24.4992,44.7961,67.4466,20.2471,107.636,138.455,41.251,142.722,752.889,24.5004,36.4411,28.4713,52.7514,27.4797,132.222,20.4437,11.1441,14.8663,91.2932,10.9122,34.5124,876.886,12.7779,34.8979,18.6075,48.1161,149.365,48.9511,79.3256,4702.3,20.6371,483.24,24.348,38.6172,465.219,93.7663,959.321,27.6535,81.8142,62.4732,129.777,29.2616,523.001,56.3164,132.053,58.6007,154.223,97.9505,206.518,37.2543,104.295,18.0401,23.9563,30.2393,484.95,1102.17,7.37252,79.4928,23.0543,298.193,12.7704,262.876,30.1374,22.6035,46.4864,130.094,120.474,319.777,254.297,76.1111,245.687,140.359,29.6302,54.64,123.723,345.577,11.828,31.7987,237.321,4131.73,384.538,469.165,1441.73,61.0849,20.9667,18.7695,61.2042,6.92849,12.387,54.5968,1112.96,17.2882,92.3968,76.1111,76.5759,62.9478,16.5437,833.638,267.548,60.4119,14.4695,103.531,385.437,106.145,298.441,1211.4,12.6342,137.057,71.174,921.173,20.5111,19.1349,171.363,131.021,10.7109,14.3581,30.9104,409.369,26.556,37.3284,16.5747,13990.7,29.4319,41.7478,Autism
61.0072,25.4478,32.1727,14.7624,31.3287,7.21832,16.4714,49.3598,28.1874,21.9855,4.68761,9.61863,35.5308,53.7363,35.4515,23.9076,255.358,7.93255,14.4269,182.321,13.3199,48.6221,578.962,36.8862,43.0501,44.1666,62.8932,59.821,24.525,497.917,40.6323,44.2787,61.1563,45.0143,17.3486,9.21552,11.4615,79.3961,73.1077,2786.99,238.054,19.0841,65.7796,8.75707,49.0398,30.0214,52.0634,31.573,14.7586,7.5341,13.7283,45.3034,68.978,1376.76,148.863,17.7166,32.3365,312.529,49.0674,13.2266,15.4026,33.3469,16.4953,46.9135,271.152,59.0675,1077.75,194.175,63.7934,15.5282,488.153,55.5231,62.2882,38.9436,8.37128,9.60768,42.2028,43.5608,61.8193,20.5088,92.5376,151.266,35.2217,227.668,528.693,25.1091,25.5314,33.9692,65.5435,20.8204,174.605,12.0708,11.8976,17.7149,157.399,11.2267,46.3139,742.176,11.1083,23.9295,15.3333,35.8408,132.169,33.4837,193.569,4827.8,19.1751,426.739,16.8199,33.5759,537.833,106.932,885.118,35.0535,60.3301,50.6536,153.108,22.6267,588.638,50.1833,158.523,54.3316,111.457,95.6759,237.771,23.7832,98.3018,16.7785,15.5001,21.8736,438.972,1764.18,7.46044,129.123,23.1768,238.447,14.5171,344.808,40.3458,30.5666,43.8824,169.407,107.594,388.14,276.259,101.259,200.397,264.374,21.7196,48.4371,105.437,498.639,9.62518,45.3334,252.041,4832.96,245.416,511.8,1342.69,60.6797,34.8422,20.3503,49.6989,5.95721,10.2167,57.088,1098.84,21.1504,79.6604,132.808,75.7252,82.6869,16.3801,1485.35,338.396,62.9605,19.3706,121.008,829.022,140.216,420.965,1184.14,13.5108,391.16,61.5826,824.101,21.6455,23.6799,129.916,122.585,9.733,17.0311,41.8262,238.043,22.8557,46.7532,16.1968,15124,20.0292,58.5647,Autism
73.2757,12.1238,41.9562,14.2469,33.0155,7.48924,17.3613,47.9704,26.5138,17.0773,5.61564,9.52118,39.3106,41.365,35.397,23.3711,164.482,9.53096,15.1978,129.01,15.6318,52.2695,112.549,42.0607,54.2911,39.8824,69.068,64.2087,33.9977,225.18,46.2508,24.5553,69.0118,64.2536,21.934,12.2962,11.0725,88.4421,60.6869,1818.65,108.277,20.6761,69.7722,9.3486,56.1804,41.1796,81.9192,34.2996,15.4868,9.27593,16.9897,39.2835,74.8273,1837.85,69.8883,12.0449,39.5484,315.397,45.8489,11.9453,13.7767,32.9595,19.8025,65.7144,163.637,44.9684,1047.82,61.3363,73.7813,16.7729,219.114,43.5631,43.9418,33.3722,6.90608,14.3718,31.6729,39.6135,91.7073,20.871,92.6768,168.923,40.2908,111.919,313.204,20.6761,22.8567,39.3377,54.5884,24.0416,155.158,14.6187,7.42363,20.3913,153.21,10.4487,38.6513,539.947,10.8084,33.2902,19.3666,46.2508,139.479,42.6683,61.5734,2886.63,14.8941,431.338,23.9695,39.5484,358.71,92.5676,960.731,23.9823,77.2097,49.8044,115.849,27.1287,552.227,59.9918,73.3487,65.1448,97.5904,79.8493,125.063,34.5202,112.115,22.9275,20.9106,23.7406,159.227,870.481,7.03611,51.1706,18.2616,223.637,10.7597,91.1002,34.6528,34.1617,49.9432,152.802,115.131,196.075,91.6717,95.786,148.806,228.313,22.7198,30.9536,99.9628,286.08,16.6001,40.8715,188.877,3139,334.84,281.108,518.368,54.4496,29.5339,19.1688,66.2117,6.73,16.6874,78.7345,972.884,14.3004,52.5074,69.822,33.7922,27.2396,16.3393,547.533,146.631,51.1706,11.3977,90.8546,276.998,71.5269,115.152,692.058,13.4872,69.3805,75.0365,1111.37,17.9471,37.2831,126.722,101.463,9.14716,13.8897,33.9298,340.615,20.3422,24.3562,13.8316,13924,31.0413,43.7487,Autism
59.3858,22.2777,45.2163,16.6563,24.7388,5.75213,21.409,40.1808,44.3955,19.7006,5.16858,9.52944,42.2812,50.6984,45.1793,22.6936,226.049,12.165,20.161,152.943,20.9709,40.1651,285.282,38.5069,44.7517,54.2663,54.0821,61.863,26.6795,357.899,58.488,18.3403,86.8063,58.0845,26.4741,7.55754,12.6414,88.9578,70.8777,2371.97,158.481,18.4013,96.5676,9.74194,63.913,32.7184,67.7348,28.8038,14.186,8.02454,16.3675,35.7978,59.7156,905.238,119.199,24.149,46.9768,226.271,34.7702,11.5756,15.4094,34.8802,18.2868,43.9817,223.188,44.8751,615.777,162.546,64.5327,18.8781,296.196,51.2893,71.4276,48.3588,8.02005,12.164,34.6203,66.2028,82.9856,20.8098,114.269,108.73,27.9606,213.619,312.974,25.2441,39.0083,35.2075,67.1506,20.6274,161.967,17.5266,10.0219,24.492,142.769,9.44238,46.5689,520.329,15.605,25.2259,26.5714,41.2146,169.404,43.2769,161.013,3482.41,15.8204,300.8,20.0965,47.2428,429.722,173.408,722.137,20.8002,80.5786,48.7963,85.3995,24.941,349.271,67.3491,103.131,67.0947,123.796,115.088,221.343,31.2399,128.411,23.8862,20.36,19.9891,356.512,866.797,7.26063,117.944,20.1998,132.864,16.2268,306.075,60.8114,31.0442,54.2223,157.242,139.249,261.302,256.516,104.896,184.424,246.558,22.0434,40.2133,86.3245,516.56,10.8407,42.1968,139.366,2878.96,284.447,445.68,877.642,62.5509,39.3442,27.0816,41.0978,6.10975,10.4347,80.8288,1514.37,15.65,69.2206,128.392,72.7594,69.9086,18.3849,1205.66,256.6,59.2103,12.9829,75.0714,398.514,137.942,345.759,1285.4,11.9481,118.452,89.7676,684.672,22.8941,24.3861,150.31,123.286,10.4374,16.0696,36.2294,187.212,30.7285,74.2244,19.886,12502.2,28.3154,56.1703,Autism
38.2905,26.8351,35.6381,15.4334,29.5863,6.60652,15.6484,49.5892,32.1394,21.8896,5.46145,10.4119,27.5669,47.4429,32.3674,25.1551,196.215,10.6553,15.8087,128.821,13.7555,41.233,243.628,45.8503,29.4139,33.3081,47.6066,55.2225,21.4794,326.552,45.0517,28.8713,50.5743,34.1053,13.0617,17.2329,12.9145,67.2502,45.0755,1645.36,172.391,15.5179,74.0587,8.94979,44.002,24.8645,56.0972,24.6736,15.3026,7.84199,11.3761,35.1552,56.8571,1402.11,135.112,18.5436,27.5132,184.941,42.9484,7.97531,18.8896,28.541,16.7913,60.2282,298.679,52.2879,545.844,162.259,52.1982,29.4387,265.981,61.8468,48.7838,32.374,9.05503,9.12794,27.4495,47.5453,63.0468,19.8464,93.4764,107.643,40.3388,168.045,278.459,15.5772,28.6756,29.4593,64.2494,15.3612,108.836,11.7281,9.38989,17.6474,155.574,8.04149,61.7847,499.648,15.773,26.3757,16.5844,28.4114,148.486,39.7223,96.8423,3182.8,16.2163,155.441,18.267,32.3466,302.723,81.1607,737.569,20.1634,61.493,47.869,87.4828,16.0434,303.832,55.778,146.145,59.3836,146.15,120.92,182.671,26.4719,75.3686,14.081,14.801,18.8589,433.084,745.321,5.82582,136.918,24.5194,199.826,10.5392,320.616,42.9018,19.1265,41.6561,170.418,100.875,231.718,305.598,84.2957,185.498,436.814,13.1455,59.7232,91.4391,522.281,12.0431,35.3576,101.004,1480.79,164.612,481.98,772.936,52.9485,21.3433,17.5657,62.1869,6.08988,8.66104,59.4822,1269.72,18.184,62.073,78.5168,82.9548,151.486,15.9014,754.78,136.519,38.5643,15.9014,72.6188,310.484,136.791,246.651,1198.26,15.0326,83.4684,54.6842,522.111,16.9231,23.4198,181.163,176.182,12.3503,13.6184,28.3935,218.603,20.2388,91.3403,12.4445,11078.1,20.7219,32.8701,Autism
50.099,23.4461,33.448,13.2378,33.5338,6.00083,17.7491,46.604,29.5791,19.709,5.12183,8.99697,33.932,42.5641,35.5122,18.3227,258.745,8.40675,16.7877,134.204,14.075,42.8752,378.456,42.7891,34.9574,38.4197,63.7679,59.6972,23.6378,344.063,49.7658,31.2196,70.7933,59.5037,20.4175,9.2042,11.3594,87.9976,71.896,2543.1,165.75,16.2945,56.2112,10.4592,60.9586,29.6717,60.3922,34.2941,11.8943,6.98884,14.2375,40.6882,51.5598,1216.34,125.991,15.3061,42.3678,257.891,44.7905,10.7242,16.8321,33.632,16.8435,45.3306,255.736,62.825,635.749,134.433,59.4803,23.9211,386.018,65.3557,53.9069,34.2012,8.70505,9.68345,37.7558,43.188,59.0479,20.6565,99.9668,137.77,37.519,199.361,447.849,20.7992,30.4526,33.6052,51.89,22.5511,142.561,12.9768,9.16671,17.4728,170.669,9.66867,49.3073,673.709,10.2476,30.1892,16.9788,40.3126,130.203,42.4737,284.79,3778.95,19.6745,326.25,14.396,35.2492,312.921,120.499,902.779,22.3677,65.5135,54.617,95.2715,18.4231,441.264,53.1451,145.426,59.9105,111.35,87.6555,254.764,20.1002,86.324,15.2098,21.7491,14.0902,315.69,1305.62,6.51506,121.45,26.925,222.729,13.0685,364.532,42.6313,24.6388,44.4538,167.159,112.47,296.806,285.916,82.1005,151.415,226.989,22.4828,51.0122,110.662,519.493,9.3342,50.9536,148.469,3500.34,304.816,450.854,1171.95,55.4271,32.4717,20.032,36.915,5.13755,11.5796,62.9922,1284.63,20.2396,82.6012,122.347,49.5829,52.8219,14.4733,990.703,256.953,56.5991,14.8071,68.4117,536.945,148.339,281.344,1486.17,12.9431,117.788,63.4559,737.781,21.8676,24.199,126.438,142.032,9.85238,14.154,34.4469,213.479,25.6316,66.6366,17.4235,13323.2,20.713,51.4157,Autism
54.922,31.1603,34.174,14.7464,25.9223,6.71527,11.9555,48.8262,22.9659,20.2589,5.42094,8.14854,31.0169,23.1902,34.8585,31.6218,233.081,8.91138,13.9128,179.818,16.119,36.5578,600.195,37.1795,45.5335,37.046,40.1691,55.2387,25.832,705.121,38.836,125.481,43.6246,34.171,13.9348,9.04193,13.7477,73.5701,53.773,3406.04,278.467,13.6035,117.858,10.2135,49.8688,28.6548,52.9392,28.7024,22.8083,8.61025,16.2105,22.2768,62.5183,1589.82,166.728,19.0015,27.9405,389.148,79.5639,7.25306,15.8505,36.6192,22.1593,58.2352,272.894,74.4311,1347.93,185.613,77.3769,26.0608,424.693,77.6802,37.2284,26.1202,8.5565,8.4596,16.5644,48.649,62.1109,19.1746,93.4476,104.713,32.5029,207.108,697.399,13.4474,19.0682,24.7431,62.5933,20.3323,204.138,15.1696,11.2961,26.0916,145.855,7.03562,43.0107,1126.8,12.586,32.1612,17.3498,35.5863,153.562,32.7549,226.086,4919.31,19.1525,708.426,19.4121,35.6589,645.149,101.546,1221.54,34.6261,57.8506,48.7324,244.102,24.7431,506.411,71.9377,176.109,60.1186,181.078,89.0973,249.779,29.6334,61.5048,18.7138,27.2831,24.7167,492.091,2345.13,6.70288,155.369,22.4916,286.348,11.5621,445.211,35.1934,23.7321,33.8651,119.082,73.6386,454.111,381.844,67.0779,251.805,183.599,22.8596,77.6929,101.442,596.619,10.5534,39.8775,234.181,5561.01,660.151,506.798,1725.08,62.5562,21.6759,13.099,84.9175,5.92444,10.6308,50.7,1256.27,14.7961,123.666,99.8114,88.835,121.924,14.6789,1468.08,406.602,47.4422,11.4459,161.325,605.043,180.895,321.467,1449.61,14.6953,362.096,69.3831,1486.53,14.4113,23.3466,221.776,163.478,12.5818,13.7846,26.2835,358.327,16.9877,64.5653,16.8962,12867.6,23.379,48.621,Autism
60.7706,29.1893,29.1082,11.7561,34.9063,7.14979,18.793,35.9073,35.7922,15.8124,5.98926,10.3176,29.1311,39.4393,27.2432,24.4288,199.484,10.5563,12.8049,187.216,10.5357,48.296,575.346,35.0241,38.8964,42.6217,48.8358,52.0599,18.3588,394.762,45.0378,96.371,67.3755,40.9846,18.2889,19.6717,19.0351,72.1704,57.7598,2749.25,279.394,14.8736,55.9871,10.397,52.6001,24.2434,51.4344,22.2175,11.7947,7.18099,14.4721,29.9996,45.2726,1628.78,198.244,26.6153,31.0168,319.578,54.9365,10.2999,19.5466,36.7766,15.8921,51.517,275.125,22.7202,875.923,291.116,75.5158,33.5971,489.111,68.552,55.6473,39.9756,9.14541,9.55586,36.9858,38.2471,57.2572,19.838,92.4332,86.7148,31.5103,211.359,483.411,14.8485,35.7907,28.4128,62.4229,17.1183,146.247,13.1887,10.5374,19.7451,132.724,8.99596,58.9975,753.79,12.37,23.0719,19.1072,46.2996,153.73,29.4601,338.984,4834.56,15.1627,374.809,16.8645,37.0473,387.844,92.9088,1018.67,29.3129,70.5721,44.8617,160.263,18.5064,424.771,45.82,195.846,52.7944,186.186,78.9844,286.009,21.4382,67.8929,16.8228,18.2897,20.6449,567.167,1655.17,6.58069,205.307,21.8802,265.339,9.10576,440.796,42.4985,20.6133,37.3978,101.182,83.9303,391.104,318.433,72.2808,212.706,267.844,14.1074,32.7389,115.058,704.985,8.72173,45.128,278.102,3977.9,311.697,662.31,1743.6,43.217,27.9233,17.0567,52.0263,6.52919,12.3713,62.4655,1227.29,27.3281,133.525,75.3053,78.6152,145.54,15.0946,1765.74,306.177,40.6249,16.1869,114.566,814.16,190.467,502.443,1363.75,9.94844,184.957,55.3258,892.162,21.8153,26.5629,185.395,200.638,12.5791,17.2379,31.5952,286.894,21.1981,95.8888,17.0629,13899.5,29.3873,54.5349,Autism
59.1896,15.2083,31.9113,11.8996,28.9777,6.56652,14.6845,47.1662,26.3995,15.2849,5.67539,7.73868,31.231,39.814,41.596,23.9051,183.162,8.28391,15.7537,202.544,11.8393,52.6569,585.001,53.3084,30.0668,35.015,54.3789,86.4889,25.1144,485.078,44.277,75.854,68.1887,52.1813,14.0097,8.53118,9.81077,66.7653,67.6221,2587.48,172.341,16.2123,73.1805,9.29912,53.5215,39.1001,69.3161,23.8822,13.269,7.22101,11.9565,24.5687,56.7406,1781.71,130.125,16.402,26.8684,289.478,47.6679,8.97121,17.7476,34.5113,17.2162,40.724,194.609,58.089,1164.94,166.1,66.4801,23.1633,425.767,54.8655,49.2223,30.2079,7.87555,12.9309,27.0812,43.7036,65.0635,22.4554,81.0781,143.025,36.8615,180.393,725.305,15.8088,28.2369,26.6142,45.5945,17.4147,143.387,13.0944,13.6759,24.6038,158.725,8.30916,36.8359,1100.44,10.8837,24.6679,15.6519,40.045,136.898,41.5489,539.83,3614.5,17.0062,599.239,18.422,35.2277,391.09,108.586,994.6,22.2213,65.6809,44.3525,221.122,19.6314,894.956,56.286,107.175,46.4995,94.236,77.2818,211.06,32.1124,75.3462,14.7354,14.6778,18.5248,424.956,1942.37,8.05544,147.48,26.1884,210.219,11.8488,283.919,40.346,24.7126,40.0427,154.423,123.381,487.173,212.819,69.6493,149.175,170.44,15.8339,37.9539,115.199,526.657,10.8491,33.2719,338.051,5021.04,396.318,403.184,1565.36,48.2734,25.6657,16.3825,42.754,6.83848,10.0766,64.4974,1139.18,16.6352,110.269,85.666,59.958,47.0454,15.8661,1495.71,429.441,52.1813,15.0058,87.5638,671.964,127.821,427.597,1081.76,17.7413,409.95,76.4079,1068.06,20.0004,25.2106,157.785,90.5962,9.4101,21.5729,35.6529,240.511,19.6346,46.5801,16.5153,15902.2,17.8023,47.2748,Autism
86.1314,18.4413,41.1709,17.6595,26.2697,7.63376,20.0743,68.6985,36.5399,26.1985,5.60006,8.37263,51.299,63.362,44.0079,16.5032,141.872,10.6729,18.3491,141.034,19.2475,40.2044,369.346,35.1762,40.7075,52.521,68.7379,83.3554,30.2739,313.89,66.5857,42.2295,78.1954,54.8692,19.303,9.10615,10.5697,138.472,97.9468,2713.28,162.423,21.2215,98.8991,11.0944,61.7186,55.704,73.1985,40.2162,18.9874,6.75411,15.3988,51.4166,68.5592,861.735,77.9032,13.3962,45.8685,217.879,36.6792,15.933,16.5289,32.5852,22.0371,51.0391,171.268,34.2959,852.768,122.007,91.4188,15.7099,368.092,48.6439,71.1162,43.8566,8.70507,9.12692,37.1803,67.6991,78.1669,22.1998,177.924,167.941,32.2339,135.544,482.937,25.3256,36.323,31.996,62.9425,27.1344,144.867,15.5891,10.3195,19.5447,159.218,10.6292,42.9675,510.979,10.3976,41.9782,25.0566,45.1629,174.78,33.0164,91.4526,4038.27,18.7428,344.149,15.7973,51.1535,314.202,117.885,775.927,15.2459,63.6825,57.0228,114.447,22.4608,400.889,71.419,100.778,55.497,95.4063,95.1698,176.799,32.9658,144.513,14.8454,24.996,18.0068,374.608,1371.53,6.49548,93.6398,55.5245,204.51,13.2102,289.013,67.1722,27.4994,54.8515,192.547,120.6,236.045,226.679,123.19,151.851,415.322,27.5018,40.145,138.342,408.851,11.5143,56.4371,170.237,3221.22,361.367,457.193,1359.68,91.4554,41.8661,22.3987,52.5496,5.93599,11.1428,74.1453,1180.58,13.2233,68.8547,190.043,43.4887,49.9127,15.6516,930.787,301.241,70.3573,13.6898,77.0975,625.536,99.7217,315.343,1107.28,12.7906,151.378,75.9145,603.004,20.4675,24.1498,118.887,98.5352,8.34993,16.7667,45.166,284.488,26.9673,65.3415,16.8778,12260.8,23.0656,55.7037,Autism
