240849_at,1556314_a_at,233846_at,1563946_at,217593_at,228878_s_at,244268_x_at,238035_at,233443_at,230291_s_at,215137_at,1558154_at,1553600_at,241458_at,227356_at,242306_at,235775_at,1554154_at,228933_at,233871_at,237643_at,1566690_at,209159_s_at,242980_at,208819_at,224370_s_at,241170_at,237707_at,221948_s_at,238023_at,232421_at,230300_at,1557446_x_at,223168_at,217462_at,202254_at,219495_s_at,242366_at,219461_at,223167_s_at,217413_s_at,1555979_at,233546_at,1567590_at,210341_at,207084_at,234411_x_at,235889_at,208878_s_at,204059_s_at,226607_at,235072_s_at,236933_at,1555962_at,1560797_s_at,201773_at,210387_at,233835_at,226774_at,1557322_at,242180_at,219355_at,1565662_at,224810_s_at,224066_s_at,1555548_at,224287_at,1560303_at,213345_at,51158_at,216338_s_at,218979_at,210445_at,236193_at,232674_at,241361_at,203769_s_at,237851_at,226806_s_at,229562_at,229967_at,201181_at,202063_s_at,1561928_s_at,238821_at,216888_at,243283_at,227196_at,1552729_at,236660_at,1562910_at,244630_at,215636_at,219455_at,227618_at,219594_at,228949_at,221954_at,204108_at,208138_at,206738_at,206329_at,205920_at,236040_at,225200_at,236398_s_at,228642_at,239402_at,233483_at,205803_s_at,1569362_at,230100_x_at,241819_at,239657_x_at,225915_at,228250_at,213222_at,221676_s_at,217142_at,204689_at,1556228_a_at,225142_at,226137_at,215507_x_at,211171_s_at,206827_s_at,210956_at,1561631_at,1553569_at,226466_s_at,216398_at,232829_at,239847_at,218729_at,238476_at,234750_at,205486_at,225013_at,212864_at,1561459_at,1564876_s_at,226115_at,222020_s_at,243111_at,216794_at,234271_at,207004_at,228835_at,221958_s_at,241817_at,1566577_at,236849_at,238469_at,224133_at,1553235_at,223888_s_at,222498_at,228415_at,226298_at,237696_at,209056_s_at,225880_at,221840_at,239135_at,209001_s_at,232104_at,242767_at,215372_x_at,202056_at,226512_at,244070_at,203097_s_at,1563453_at,225366_at,228757_at,213261_at,233734_s_at,224975_at,91682_at,225363_at,201972_at,233447_at,234110_at,216566_at,234373_x_at,228405_at,232076_at,230532_at,1565733_at,1552415_a_at,239843_at,235038_at,211500_at,214857_at,205416_s_at,238245_at,235934_at,241143_at,227112_at,202822_at,Class
54.4229,23.6774,36.013,84.3209,27.3451,40.5519,151.886,469.165,44.9783,7.30337,94.6897,37.7188,39.4481,64.5187,549.51,14.1214,8.19993,36.3378,43.7387,12.7704,38.1836,52.7661,17.1868,10.9122,1361.3,5.35392,8.10558,10.6361,44.5745,17.427,16.2483,34.5124,17.9295,166.483,32.8472,103.531,44.7355,470.727,21.5511,128.617,72.3883,27.1283,7.3814,21.247,16.5437,20.6371,41.251,14.8663,309.057,8.83315,154.223,421.401,40.2486,55.3707,24.489,345.577,182.575,27.4797,191.283,18.4746,34.8946,23.3877,92.051,2717.55,15.2985,32.5977,47.1972,8.52564,54.5877,20.2471,523.001,142.722,12.387,137.057,28.4713,48.1161,61.2042,69.4222,21.4365,67.4466,4131.73,169.354,25.8593,37.7188,13.7217,61.0849,12.7779,10.6409,55.3625,35.3265,24.5004,30.0231,12.6342,23.7354,483.24,346.088,79.3256,350.792,298.193,42.0785,87.5405,26.2917,72.96,31.399,269.487,136.999,192.76,12.5259,102.297,10.1319,7.92727,132.053,85.5914,42.0034,54.64,16.7346,62.9478,876.886,149.365,206.518,245.687,97.1044,71.6647,62.4732,13.9648,59.888,16.0615,7.37252,9386.1,383.798,19.1349,272.709,7.14979,190.332,319.777,28.6842,132.222,23.9563,465.219,30.0758,38.6172,92.3968,16.5747,60.573,23.0047,24.4992,107.636,67.968,150.732,129.777,33.4859,27.6535,88.2785,66.3068,36.4411,34.8979,131.021,254.297,204.117,14.4408,232.181,79.4928,1441.73,1102.17,1211.4,64.2272,20.4437,93.7663,319.67,105.05,15.8333,724.118,31.9287,52.3823,56.3164,1388.24,140.359,24.0127,42.5184,4702.3,1789.1,9.77023,6.92849,7.71924,42.9644,138.455,97.9505,111.614,14.8284,18.7614,126.198,8.95276,120.474,139.983,39.6527,44.7961,46.4864,30.9104,680.379,409.369,Autism
61.0072,25.4478,32.1727,63.7934,36.8862,53.7363,182.321,511.8,49.3598,7.21832,59.821,48.6221,35.4515,49.0674,765.925,14.7624,9.61863,31.3287,44.2787,14.5171,43.0501,61.1563,16.4953,11.2267,1376.76,4.68761,6.63889,9.60768,44.1666,16.4714,14.4269,46.3139,20.5831,255.358,30.0214,121.008,55.5231,497.917,15.4026,179.098,73.1077,24.525,7.50426,14.7586,16.3801,19.1751,32.83,17.7149,488.153,9.21552,111.457,578.962,40.6323,46.9135,17.8581,498.639,241.634,20.8204,162.168,17.7166,32.3365,15.5282,93.6358,2786.99,21.9855,28.1874,36.4983,7.93255,57.5197,20.5088,588.638,227.668,10.2167,391.16,33.9692,35.8408,49.6989,68.978,36.7398,61.8193,4832.96,238.054,23.9076,33.3469,11.4615,60.6797,11.1083,8.37128,45.2926,23.5662,22.1934,35.5308,13.5108,17.4305,426.739,364.652,193.569,312.529,238.447,45.0143,50.9491,21.2372,108.149,31.573,316.091,155.015,670.775,10.4884,64.3586,8.41382,7.5341,158.523,85.2328,65.7796,48.4371,24.6352,82.6869,742.176,132.169,237.771,200.397,123.417,41.1079,50.6536,13.7283,52.0634,14.8716,7.46044,11433.2,335.711,23.6799,200.789,7.26442,223.77,388.14,26.51,174.605,15.5001,537.833,17.3207,33.5759,79.6604,16.1968,48.0031,25.5314,42.2028,92.5376,57.5538,184.199,153.108,45.3034,35.0535,84.2456,49.0398,25.5314,23.9295,122.585,276.259,221.944,19.0841,340.651,129.123,1342.69,1764.18,1184.14,70.8172,12.0708,106.932,271.152,89.7534,17.3486,828.93,24.4557,148.863,50.1833,947.336,264.374,23.6759,45.3031,4827.8,2149.39,13.2266,5.95721,9.77934,62.2882,151.266,95.6759,115.465,16.7472,13.1768,194.175,9.52413,107.594,141.574,32.3435,43.5608,43.8824,41.8262,841.689,238.043,Autism
73.2757,12.1238,41.9562,73.7813,42.0607,41.365,129.01,281.108,47.9704,7.48924,64.2087,52.2695,35.397,45.8489,311.931,14.2469,9.52118,33.0155,24.5553,10.7597,54.2911,69.0118,19.8025,10.4487,1837.85,5.61564,6.55434,14.3718,39.8824,17.3613,15.1978,38.6513,22.1728,164.482,41.1796,90.8546,43.5631,225.18,13.7767,101.362,60.6869,33.9977,7.52099,15.4868,16.3393,14.8941,37.9316,20.3913,219.114,12.2962,97.5904,112.549,46.2508,65.7144,13.0151,286.08,221.078,24.0416,149.826,12.0449,39.5484,16.7729,84.3519,1818.65,17.0773,26.5138,48.5007,9.53096,75.3184,20.871,552.227,111.919,16.6874,69.3805,39.3377,46.2508,66.2117,74.8273,31.7416,91.7073,3139,108.277,23.3711,32.9595,11.0725,54.4496,10.8084,6.90608,50.0643,19.8235,19.8553,39.3106,13.4872,17.3693,431.338,531.134,61.5734,315.397,223.637,64.2536,74.1872,30.8974,80.5602,34.2996,287.221,110.333,331.604,10.2352,116.331,9.86522,9.27593,73.3487,93.3602,69.7722,30.9536,19.6537,27.2396,539.947,139.479,125.063,148.806,106.434,32.0257,49.8044,16.9897,81.9192,17.5639,7.03611,12035.3,213.475,37.2831,231.515,10.5181,164.036,196.075,32.3327,155.158,20.9106,358.71,26.0775,39.5484,52.5074,13.8316,59.6072,22.9947,31.6729,92.6768,36.8585,105.748,115.849,39.2835,23.9823,31.7958,56.1804,22.8567,33.2902,101.463,91.6717,109.528,20.6761,256.582,51.1706,518.368,870.481,692.058,68.7335,14.6187,92.5676,163.637,87.9045,21.934,307.023,21.9877,69.8883,59.9918,2508.71,228.313,40.7398,41.348,2886.63,544.992,11.9453,6.73,9.9978,43.9418,168.923,79.8493,69.2795,12.6504,17.5681,61.3363,10.2142,115.131,154.747,23.4057,39.6135,49.9432,33.9298,219.961,340.615,Autism
59.3858,22.2777,45.2163,64.5327,38.5069,50.6984,152.943,445.68,40.1808,5.75213,61.863,40.1651,45.1793,34.7702,441.559,16.6563,9.52944,24.7388,18.3403,16.2268,44.7517,86.8063,18.2868,9.44238,905.238,5.16858,6.70937,12.164,54.2663,21.409,20.161,46.5689,17.1888,226.049,32.7184,75.0714,51.2893,357.899,15.4094,163.692,70.8777,26.6795,7.1894,14.186,18.3849,15.8204,33.6203,24.492,296.196,7.55754,123.796,285.282,58.488,43.9817,12.5418,516.56,124.669,20.6274,138.596,24.149,46.9768,18.8781,134.07,2371.97,19.7006,44.3955,31.7878,12.165,61.0367,20.8098,349.271,213.619,10.4347,118.452,35.2075,41.2146,41.0978,59.7156,33.2278,82.9856,2878.96,158.481,22.6936,34.8802,12.6414,62.5509,15.605,8.02005,54.9591,24.5388,20.3237,42.2812,11.9481,23.0478,300.8,289.227,161.013,226.271,132.864,58.0845,59.3825,20.59,32.3659,28.8038,281.897,64.5331,266.695,10.8377,71.8374,9.9144,8.02454,103.131,67.4038,96.5676,40.2133,19.8591,69.9086,520.329,169.404,221.343,184.424,93.2556,76.399,48.7963,16.3675,67.7348,17.0923,7.26063,12191.9,369.673,24.3861,100.14,8.55454,173.855,261.302,24.0121,161.967,20.36,429.722,19.2965,47.2428,69.2206,19.886,49.6033,42.5434,34.6203,114.269,57.8036,160.719,85.3995,35.7978,20.8002,31.645,63.913,39.0083,25.2259,123.286,256.516,175.626,18.4013,257.817,117.944,877.642,866.797,1285.4,64.9348,17.5266,173.408,223.188,121.329,26.4741,634.078,29.1271,119.199,67.3491,588.617,246.558,27.9621,62.508,3482.41,1702.65,11.5756,6.10975,9.2126,71.4276,108.73,115.088,92.3949,13.4395,16.498,162.546,8.95171,139.249,138.367,22.7838,66.2028,54.2223,36.2294,401.216,187.212,Autism
38.2905,26.8351,35.6381,52.1982,45.8503,47.4429,128.821,481.98,49.5892,6.60652,55.2225,41.233,32.3674,42.9484,360.314,15.4334,10.4119,29.5863,28.8713,10.5392,29.4139,50.5743,16.7913,8.04149,1402.11,5.46145,8.36942,9.12794,33.3081,15.6484,15.8087,61.7847,16.5173,196.215,24.8645,72.6188,61.8468,326.552,18.8896,191.917,45.0755,21.4794,7.56789,15.3026,15.9014,16.2163,35.6821,17.6474,265.981,17.2329,146.15,243.628,45.0517,60.2282,11.5813,522.281,370.365,15.3612,150.04,18.5436,27.5132,29.4387,83.9752,1645.36,21.8896,32.1394,33.9875,10.6553,53.5159,19.8464,303.832,168.045,8.66104,83.4684,29.4593,28.4114,62.1869,56.8571,55.9618,63.0468,1480.79,172.391,25.1551,28.541,12.9145,52.9485,15.773,9.05503,35.5697,22.0376,20.5747,27.5669,15.0326,19.4051,155.441,247.087,96.8423,184.941,199.826,34.1053,50.9946,22.0608,31.6548,24.6736,382.904,57.4562,183.55,13.6797,45.31,15.889,7.84199,146.145,89.2626,74.0587,59.7232,22.0973,151.486,499.648,148.486,182.671,185.498,89.1537,112.339,47.869,11.3761,56.0972,19.0201,5.82582,13760.9,426.233,23.4198,126.863,8.93442,177.027,231.718,23.3192,108.836,14.801,302.723,18.7223,32.3466,62.073,12.4445,49.1805,25.0963,27.4495,93.4764,68.9541,124.987,87.4828,35.1552,20.1634,38.9564,44.002,28.6756,26.3757,176.182,305.598,161.471,15.5179,281.731,136.918,772.936,745.321,1198.26,37.9402,11.7281,81.1607,298.679,120.414,13.0617,515.9,19.3445,135.112,55.778,448.325,436.814,26.5026,47.8426,3182.8,1575.51,7.97531,6.08988,7.87236,48.7838,107.643,120.92,122.409,16.7468,11.6516,162.259,10.0143,100.875,157.322,42.4975,47.5453,41.6561,28.3935,434.456,218.603,Autism
50.099,23.4461,33.448,59.4803,42.7891,42.5641,134.204,450.854,46.604,6.00083,59.6972,42.8752,35.5122,44.7905,611.311,13.2378,8.99697,33.5338,31.2196,13.0685,34.9574,70.7933,16.8435,9.66867,1216.34,5.12183,7.60745,9.68345,38.4197,17.7491,16.7877,49.3073,16.0866,258.745,29.6717,68.4117,65.3557,344.063,16.8321,163.973,71.896,23.6378,7.93042,11.8943,14.4733,19.6745,38.1368,17.4728,386.018,9.2042,111.35,378.456,49.7658,45.3306,12.1636,519.493,248.845,22.5511,170.382,15.3061,42.3678,23.9211,90.6215,2543.1,19.709,29.5791,32.8669,8.40675,60.2409,20.6565,441.264,199.361,11.5796,117.788,33.6052,40.3126,36.915,51.5598,34.4474,59.0479,3500.34,165.75,18.3227,33.632,11.3594,55.4271,10.2476,8.70505,48.9021,21.9237,25.0903,33.932,12.9431,23.4247,326.25,289.846,284.79,257.891,222.729,59.5037,52.6538,18.0751,38.3585,34.2941,256.592,68.927,161.12,13.0126,64.6656,8.315,6.98884,145.426,80.6525,56.2112,51.0122,24.4569,52.8219,673.709,130.203,254.764,151.415,89.2883,60.1723,54.617,14.2375,60.3922,14.4238,6.51506,12763.3,355.321,24.199,104.689,9.51721,207.508,296.806,17.6883,142.561,21.7491,312.921,17.078,35.2492,82.6012,17.4235,52.3798,23.7003,37.7558,99.9668,77.0982,224.925,95.2715,40.6882,22.3677,62.7264,60.9586,30.4526,30.1892,142.032,285.916,231.584,16.2945,306.204,121.45,1171.95,1305.62,1486.17,55.1128,12.9768,120.499,255.736,95.8835,20.4175,811.437,26.8429,125.991,53.1451,632.549,226.989,26.2359,49.3251,3778.95,1784.83,10.7242,5.13755,10.1314,53.9069,137.77,87.6555,83.3773,11.3475,14.1939,134.433,10.3403,112.47,144.414,34.8581,43.188,44.4538,34.4469,557.077,213.479,Autism
54.922,31.1603,34.174,77.3769,37.1795,23.1902,179.818,506.798,48.8262,6.71527,55.2387,36.5578,34.8585,79.5639,908.672,14.7464,8.14854,25.9223,125.481,11.5621,45.5335,43.6246,22.1593,7.03562,1589.82,5.42094,8.48003,8.4596,37.046,11.9555,13.9128,43.0107,40.9486,233.081,28.6548,161.325,77.6802,705.121,15.8505,206.066,53.773,25.832,10.9939,22.8083,14.6789,19.1525,37.7151,26.0916,424.693,9.04193,181.078,600.195,38.836,58.2352,17.9254,596.619,131.765,20.3323,184.927,19.0015,27.9405,26.0608,98.3223,3406.04,20.2589,22.9659,33.5581,8.91138,49.5345,19.1746,506.411,207.108,10.6308,362.096,24.7431,35.5863,84.9175,62.5183,29.4696,62.1109,5561.01,278.467,31.6218,36.6192,13.7477,62.5562,12.586,8.5565,68.5876,29.3939,18.8006,31.0169,14.6953,20.2462,708.426,664.405,226.086,389.148,286.348,34.171,48.0692,24.6646,112.729,28.7024,444.118,207.151,210.876,10.7597,66.6696,10.6903,8.61025,176.109,101.01,117.858,77.6929,25.1166,121.924,1126.8,153.562,249.779,251.805,131.306,114.263,48.7324,16.2105,52.9392,20.2589,6.70288,9763.01,431.948,23.3466,408.303,8.4286,405.037,454.111,24.5792,204.138,27.2831,645.149,17.091,35.6589,123.666,16.8962,59.6296,20.0553,16.5644,93.4476,54.1138,215.009,244.102,22.2768,34.6261,127.044,49.8688,19.0682,32.1612,163.478,381.844,231.714,13.6035,355.428,155.369,1725.08,2345.13,1449.61,53.4056,15.1696,101.546,272.894,106.828,13.9348,1380.09,24.0233,166.728,71.9377,1018.72,183.599,23.9405,50.3423,4919.31,2104.23,7.25306,5.92444,7.0629,37.2284,104.713,89.0973,125.533,12.1781,14.298,185.613,8.97128,73.6386,132.923,61.8638,48.649,33.8651,26.2835,1078.93,358.327,Autism
60.7706,29.1893,29.1082,75.5158,35.0241,39.4393,187.216,662.31,35.9073,7.14979,52.0599,48.296,27.2432,54.9365,681.394,11.7561,10.3176,34.9063,96.371,9.10576,38.8964,67.3755,15.8921,8.99596,1628.78,5.98926,7.59107,9.55586,42.6217,18.793,12.8049,58.9975,20.3758,199.484,24.2434,114.566,68.552,394.762,19.5466,214.934,57.7598,18.3588,7.18808,11.7947,15.0946,15.1627,22.1172,19.7451,489.111,19.6717,186.186,575.346,45.0378,51.517,13.5848,704.985,282.377,17.1183,165.549,26.6153,31.0168,33.5971,77.2337,2749.25,15.8124,35.7922,28.9841,10.5563,51.1034,19.838,424.771,211.359,12.3713,184.957,28.4128,46.2996,52.0263,45.2726,37.7311,57.2572,3977.9,279.394,24.4288,36.7766,19.0351,43.217,12.37,9.14541,41.1526,34.9726,25.3292,29.1311,9.94844,19.669,374.809,265.163,338.984,319.578,265.339,40.9846,44.3172,20.0408,44.1826,22.2175,401.278,90.4666,348.667,10.2404,49.4784,10.9431,7.18099,195.846,87.1701,55.9871,32.7389,24.234,145.54,753.79,153.73,286.009,212.706,112.599,97.7091,44.8617,14.4721,51.4344,16.6276,6.58069,14142.3,254.319,26.5629,238.23,7.93101,274.51,391.104,21.5863,146.247,18.2897,387.844,16.739,37.0473,133.525,17.0629,50.4092,22.5613,36.9858,92.4332,73.4475,349.286,160.263,29.9996,29.3129,138.98,52.6001,35.7907,23.0719,200.638,318.433,211.629,14.8736,387.844,205.307,1743.6,1655.17,1363.75,48.296,13.1887,92.9088,275.125,113.904,18.2889,1108.21,24.1067,198.244,45.82,985.438,267.844,30.9903,38.6396,4834.56,2612.71,10.2999,6.52919,8.80916,55.6473,86.7148,78.9844,119.628,14.0908,12.4001,291.116,11.2825,83.9303,164.082,45.9224,38.2471,37.3978,31.5952,818.781,286.894,Autism
59.1896,15.2083,31.9113,66.4801,53.3084,39.814,202.544,403.184,47.1662,6.56652,86.4889,52.6569,41.596,47.6679,665.198,11.8996,7.73868,28.9777,75.854,11.8488,30.0668,68.1887,17.2162,8.30916,1781.71,5.67539,6.16282,12.9309,35.015,14.6845,15.7537,36.8359,27.2026,183.162,39.1001,87.5638,54.8655,485.078,17.7476,129.413,67.6221,25.1144,7.94314,13.269,15.8661,17.0062,33.2984,24.6038,425.767,8.53118,94.236,585.001,44.277,40.724,11.5279,526.657,320.869,17.4147,183.705,16.402,26.8684,23.1633,81.9284,2587.48,15.2849,26.3995,32.05,8.28391,52.6294,22.4554,894.956,180.393,10.0766,409.95,26.6142,40.045,42.754,56.7406,23.5567,65.0635,5021.04,172.341,23.9051,34.5113,9.81077,48.2734,10.8837,7.87555,57.0504,45.289,25.0441,31.231,17.7413,17.472,599.239,318.243,539.83,289.478,210.219,52.1813,60.5794,28.2933,178.354,23.8822,349.226,140.197,310.902,10.2139,100.529,10.2904,7.22101,107.175,77.0417,73.1805,37.9539,29.991,47.0454,1100.44,136.898,211.06,149.175,122.703,50.0623,44.3525,11.9565,69.3161,17.4213,8.05544,10479,386.131,25.2106,228.468,8.68852,219.246,487.173,29.0082,143.387,14.6778,391.09,16.0439,35.2277,110.269,16.5153,48.6318,24.0695,27.0812,81.0781,53.1131,474.389,221.122,24.5687,22.2213,170.153,53.5215,28.2369,24.6679,90.5962,212.819,166.706,16.2123,296.522,147.48,1565.36,1942.37,1081.76,43.362,13.0944,108.586,194.609,85.1008,14.0097,992.172,25.2427,130.125,56.286,1286.42,170.44,19.9645,51.4434,3614.5,2161.44,8.97121,6.83848,8.601,49.2223,143.025,77.2818,137.104,13.1239,14.6778,166.1,11.4361,123.381,139.649,32.0162,43.7036,40.0427,35.6529,750.687,240.511,Autism
86.1314,18.4413,41.1709,91.4188,35.1762,63.362,141.034,457.193,68.6985,7.63376,83.3554,40.2044,44.0079,36.6792,539.18,17.6595,8.37263,26.2697,42.2295,13.2102,40.7075,78.1954,22.0371,10.6292,861.735,5.60006,8.62264,9.12692,52.521,20.0743,18.3491,42.9675,33.5807,141.872,55.704,77.0975,48.6439,313.89,16.5289,108.6,97.9468,30.2739,7.56751,18.9874,15.6516,18.7428,48.6291,19.5447,368.092,9.10615,95.4063,369.346,66.5857,51.0391,14.4562,408.851,106.388,27.1344,149.285,13.3962,45.8685,15.7099,158.971,2713.28,26.1985,36.5399,38.8043,10.6729,68.7871,22.1998,400.889,135.544,11.1428,151.378,31.996,45.1629,52.5496,68.5592,30.8542,78.1669,3221.22,162.423,16.5032,32.5852,10.5697,91.4554,10.3976,8.70507,65.0917,20.8238,29.2029,51.299,12.7906,24.6562,344.149,264.488,91.4526,217.879,204.51,54.8692,59.7219,25.6079,46.0176,40.2162,258.166,84.6798,310.332,11.3731,87.6092,6.62747,6.75411,100.778,66.5472,98.8991,40.145,21.032,49.9127,510.979,174.78,176.799,151.851,70.6012,53.6944,57.0228,15.3988,73.1985,17.6772,6.49548,12459.8,354.361,24.1498,172.054,7.77195,157.981,236.045,25.7988,144.867,24.996,314.202,15.8148,51.1535,68.8547,16.8778,56.0185,33.5038,37.1803,177.924,47.9735,160.653,114.447,51.4166,15.2459,49.7662,61.7186,36.323,41.9782,98.5352,226.679,180.869,21.2215,247.258,93.6398,1359.68,1371.53,1107.28,63.0195,15.5891,117.885,171.268,108.496,19.303,671.834,27.6793,77.9032,71.419,1056.9,415.322,23.3496,55.5622,4038.27,1739.43,15.933,5.93599,8.2008,71.1162,167.941,95.1698,65.3415,12.41,14.6573,122.007,9.84458,120.6,182.752,22.6106,67.6991,54.8515,45.166,557.313,284.488,Autism
48.5368,30.5798,26.7953,68.1196,32.3014,40.0611,152.804,506.564,45.4686,5.51988,58.1167,57.3545,38.6582,57.0717,709.019,12.9298,8.40138,29.7363,69.8132,10.412,37.2112,61.0247,20.1897,9.62803,1192.96,5.63446,7.52654,12.7313,39.4289,13.4783,16.8086,55.5048,18.4604,236.83,29.8161,105.955,66.5898,458.552,15.4639,202.669,65.1013,20.3199,8.18724,11.8653,14.4356,16.5811,34.5714,15.1358,434.96,19.3175,125.344,578.579,58.7537,55.1449,26.0857,584.938,185.22,22.5956,162.161,19.113,29.4201,50.9377,80.0607,2877.18,18.3483,31.4971,32.2311,8.01795,58.7537,22.5974,599.884,214.965,10.2427,371.256,29.3016,34.1033,41.5896,59.5795,32.1601,52.7807,4097.76,258.534,26.7315,26.16,15.9313,53.6504,13.5329,9.05886,51.6214,43.0895,24.6509,25.5837,13.5104,20.7236,461.83,312.465,272.056,318.368,265.377,46.5548,51.2121,22.835,67.5024,30.9768,348.38,89.7079,346.198,10.7988,55.2989,9.87751,7.40034,144.926,96.473,49.6457,56.4356,20.0361,87.2753,770.262,130.012,183.716,219.236,121.569,81.5507,52.326,13.9784,63.2266,15.7799,5.88392,12470.8,346.224,24.4205,188.062,7.93738,274.356,364.248,21.6664,149.474,19.4355,416.835,16.823,38.8963,152.709,13.6243,42.603,20.8312,31.3277,101.375,62.2663,319.605,182.758,27.1844,35.838,81.9707,49.9857,29.1312,25.3359,168.807,290.843,232.028,15.3559,331.922,171.278,1196.35,1590.09,1090.53,54.8949,13.9696,117.827,324.015,122.248,16.4706,1246.42,19.5601,124.968,59.6057,690.728,206.306,24.7635,37.5254,4244.33,2182.32,10.9257,5.97695,9.59089,54.2278,123.925,82.7107,97.8689,9.09962,12.2031,228.166,10.495,101.807,173.981,35.5665,32.9002,43.5603,32.7908,842.249,316.991,Autism
54.4147,27.7328,40.7117,74.1672,97.3663,39.2082,155.975,547.465,49.1736,6.83787,75.8583,38.2531,31.2538,52.2086,786.944,15.4454,9.6993,25.0231,81.9277,14.0121,34.735,49.5158,16.4794,7.65628,1371.78,5.08446,6.73908,10.0698,52.2955,11.4405,13.3737,40.1272,27.3416,222.343,38.0357,107.363,65.1089,465.75,18.3955,154.054,70.1336,20.6414,7.32873,19.168,16.8811,18.3312,32.2127,16.6354,313.792,14.2279,174.467,546.644,31.0465,45.355,11.7518,532.08,357.937,16.1083,255.599,22.5852,39.1687,29.0561,89.2698,2880.69,17.3635,31.4888,37.0339,13.2835,53.2128,20.9029,579.995,214.486,10.0322,245.953,24.0926,39.7024,48.72,60.1558,32.8972,55.4438,4412.01,225.726,25.532,26.7391,10.8246,61.2086,9.43367,9.60511,48.1352,29.5105,24.0608,47.9328,12.9718,20.8174,467.711,477.536,477.922,348.3,320.4,45.3919,78.6391,21.293,122.615,31.5619,369.636,136.369,365.229,11.3287,50.2202,9.55005,8.72008,140.753,109.017,76.4616,55.4276,21.9144,92.3202,934.266,126.304,243.857,215.258,116.009,73.0372,57.8078,16.0324,61.7629,15.0623,7.13368,10538.3,403.31,24.0373,291.892,9.96303,248.342,308.949,26.652,173.05,21.9652,538.967,28.2644,30.4149,140.338,14.0365,70.8448,20.3389,23.8065,60.2989,64.3113,337.874,178.005,25.292,36.1455,117.162,41.9871,22.7882,32.6248,143.594,252.54,233.748,14.7622,329.454,131.007,1644.76,1527.9,1095.98,39.8873,14.6547,95.3388,258.349,92.4852,16.4494,976.136,20.1479,113.165,57.9766,1154.75,176.443,20.8051,35.5191,4325.11,1789.59,9.46347,5.45317,9.2154,48.3373,143.778,87.2579,142.822,12.2145,13.1988,212.098,9.1492,79.5738,183.322,35.2378,58.2308,38.4663,28.5134,852.069,268.357,Autism
50.9515,11.4847,35.8186,70.5685,55.3099,52.5976,140.883,388.871,45.8491,7.19278,63.2801,57.0949,37.568,43.8633,560.196,15.2616,11.7459,32.5046,51.8356,12.2937,44.5546,60.4833,18.9444,12.8246,1026.28,5.48993,7.55992,10.3358,50.2343,20.1852,15.2432,38.1438,26.6388,188.553,31.4612,77.833,34.3769,382.732,16.8182,124.588,79.6838,32.345,6.98294,12.6543,19.6567,16.7565,44.0485,21.6789,295.574,11.4329,133.878,447.128,49.1907,47.3313,14.0797,378.527,136.062,19.9141,149.296,18.6586,34.3191,29.5293,98.579,2284.53,20.1848,43.0512,35.1961,10.1096,79.8133,21.3927,323.323,182.976,11.6507,182.575,28.6045,47.5247,53.9042,59.4099,37.7913,81.3176,4474.62,191.16,16.4759,40.0383,9.75355,54.5013,10.3668,10.3097,51.4292,20.6592,25.0416,38.1203,13.8594,22.3569,347.912,346.813,436.907,256.294,151.696,46.3509,56.7753,32.4024,49.5258,27.5132,236.96,108.344,462.025,10.5082,69.6524,9.83711,7.2442,101.506,62.9972,80.8282,32.252,18.9878,87.3762,674.87,159.585,211.006,151.377,85.6463,84.4849,59.4099,17.2095,65.8769,19.589,8.00162,11903.8,386.145,26.5314,112.009,8.51153,135.378,294.997,23.0401,151.694,21.9489,433.952,21.6974,51.106,72.9309,17.6888,69.2918,31.4036,36.5121,115.81,50.9452,451.475,145.335,46.844,21.4989,65.3867,58.9356,34.0903,22.3874,117.639,255.09,206.59,15.3249,228.947,124.057,1293.6,1624.35,1264.34,66.6945,15.1696,129.447,253.836,115.997,19.8779,735.44,33.551,102.946,65.2472,611.164,302.734,28.4244,63.3447,3689.78,2054.28,16.9456,5.76325,10.3179,65.6984,112.156,92.0154,93.5221,14.1562,14.6513,166.723,11.1917,108.746,147.968,34.5894,39.5008,42.7471,42.6149,614.03,213.02,Autism
