1553235_at,1553640_at,1554154_at,1555687_a_at,1555888_at,1555962_at,1556228_a_at,1557322_at,1560303_at,1561631_at,1561928_s_at,1564876_s_at,1565306_a_at,1567237_at,1567590_at,1569362_at,201056_at,201489_at,202063_s_at,203080_s_at,203769_s_at,204055_s_at,204648_at,206329_at,206827_s_at,207004_at,207084_at,208819_at,209001_s_at,209475_at,209811_at,210387_at,210956_at,211171_s_at,211445_x_at,212848_s_at,212864_at,213222_at,214857_at,215507_x_at,215636_at,216794_at,216888_at,217142_at,218729_at,219292_at,219495_s_at,220778_x_at,221840_at,221954_at,222020_s_at,223888_s_at,224370_s_at,225013_at,225366_at,226298_at,226573_at,227196_at,227476_at,227618_at,227738_s_at,228757_at,228835_at,228878_s_at,228949_at,230291_s_at,230978_at,231541_s_at,233443_at,233546_at,233871_at,234110_at,234271_at,234972_at,235765_at,235825_at,235934_at,236195_x_at,236849_at,237707_at,237851_at,238023_at,238821_at,239135_at,239657_x_at,239847_at,240849_at,241458_at,241556_at,241771_at,241817_at,242180_at,242306_at,242366_at,242980_at,243283_at,244070_at,244160_at,244626_at,244630_at,51158_at,Class
35.0897,16.7374,33.1528,22.3673,288.369,53.5528,198.215,21.4512,7.99731,6.55049,22.1929,30.6328,12.7834,13.1906,12.4089,7.09301,105.528,1049.68,26.8682,664.756,58.9654,24.3361,118.255,18.4707,64.4651,92.9322,15.9397,1345.34,1483.41,514.173,92.8026,65.0006,18.6314,11.2506,1161.28,52.1001,573.443,111.804,136.447,41.2758,12.4406,19.3277,52.5839,124.187,271.226,179.683,60.1577,89.8997,1461.26,370.913,15.6626,25.0496,6.33648,19.1761,180.622,269.878,61.8619,11.507,431.515,448.79,174,44.8293,73.4584,38.8245,544.255,6.08533,21.8783,32.092,46.2496,9.23953,11.1007,7.22718,38.0429,134.095,22.4765,20.2968,46.3425,63.0446,34.318,8.24784,63.0135,16.6221,14.0834,1705.88,62.9707,10.6248,60.8422,53.3164,51.8463,19.1067,140.146,32.3862,11.091,592.248,8.12424,10.8674,19.5369,44.2554,8.68265,32.6145,22.03,Control
23.9637,15.5301,44.2159,13.8754,324.679,45.2578,183.07,30.8379,9.21621,5.68783,31.4411,28.9281,9.19461,11.3463,10.5632,9.5733,106.25,1028.2,32.6911,647.621,63.0935,24.5609,101.491,16.7529,49.1498,78.0878,14.8666,1586.97,1307.68,403.001,92.1251,77.53,14.6931,10.9272,947.801,41.721,447.908,126.596,120.396,41.9691,9.98983,24.1681,46.7938,120.832,217.856,159.878,75.1367,71.2887,1435.39,361.442,10.3275,29.3764,5.90881,20.6259,186.672,266.706,40.4731,9.29222,321.15,355.736,92.4879,43.0517,72.7002,25.5045,213.321,6.56977,11.9878,27.6451,35.5974,9.65375,10.1061,6.25429,15.4449,145.803,23.0235,17.6859,38.4634,63.2125,24.5122,11.4138,44.8759,11.9193,14.0807,1229.13,56.8727,8.12423,51.025,56.5598,51.8778,18.53,140.35,28.7755,11.9111,433.472,9.72475,9.41499,17.1807,30.6498,9.04368,18.4473,18.0315,Control
28.4987,20.3123,39.6743,14.9023,437.447,43.7043,260.452,18.1476,10.2009,6.33088,27.6732,34.9554,10.4151,14.7892,12.9035,8.60925,105.509,968.971,30.0174,731.6,50.4502,60.5065,80.2885,23.9277,42.1158,79.5857,12.1368,1701.92,1257.02,471.547,94.9614,33.9096,12.8605,12.1086,964.694,45.068,478.449,118.875,106.521,50.4708,13.6061,22.6541,49.7464,133.083,180.989,142.528,76.6388,50.6597,1520.69,331.59,14.2383,30.3694,6.35343,17.2362,187.585,200.609,38.3073,10.2702,406.428,478.496,79.1769,57.5251,64.6412,35.1556,567.97,6.03616,15.7214,38.9233,36.9716,8.60267,9.60524,6.21199,21.6667,119.323,26.4521,19.216,28.9888,61.7627,31.174,11.3495,43.637,12.4111,13.1149,1920.86,59.5282,9.18088,44.7639,60.5893,51.0762,15.9897,209.686,24.1616,14.0106,520.008,8.64735,13.7736,16.6811,29.8883,8.44761,17.4134,17.708,Control
28.9011,16.1124,41.368,18.3128,386.606,38.5462,226.756,26.842,9.65386,7.22602,31.2901,32.8021,13.0583,13.9662,16.9771,8.79201,111.909,1300,37.5497,731.657,66.3323,28.9203,90.5606,25.0556,69.9561,84.1095,17.5102,1564.21,1425.54,447.041,57.1045,60.1962,13.5686,12.5697,1021.34,54.9634,563.192,116.163,118.069,45.9929,10.0107,22.5553,40.8255,127.564,295.761,134.225,79.639,69.7695,1359.36,363.828,14.643,26.8746,5.78018,19.4335,129.837,211.708,40.36,10.1669,395.055,491.371,126.442,47.0329,62.5918,34.5534,518.889,6.36894,15.3255,34.7017,44.8207,9.86764,9.36276,6.21942,29.7458,123.39,23.9447,17.4179,39.2529,60.0334,38.1074,13.7279,62.6021,12.2448,18.8412,1963.16,59.4838,8.61756,49.9893,60.1318,58.7432,17.0938,145.61,20.4482,12.6962,519.093,8.15139,19.4424,15.7644,40.3437,8.35506,26.9005,17.7825,Control
28.7832,16.1677,43.8598,22.3304,375.989,43.8478,206.239,20.7174,8.54375,6.31359,32.0351,30.3388,16.9202,11.9131,12.3017,11.0307,89.1891,1070.46,28.8645,767.478,54.4961,35.541,95.5895,19.5934,58.6042,83.6698,14.2362,1402.07,1443.26,529.335,60.6876,70.873,15.4189,10.1037,1154.51,40.2985,327.806,130.191,131.156,39.8967,12.5556,21.722,47.0743,132.586,284.444,195.769,90.113,67.7202,1373.51,364.87,14.6335,27.5564,5.82606,13.879,165.175,291.469,35.9994,8.4441,333.772,557.737,124.29,50.7086,68.0018,35.0446,461.15,6.31585,14.3973,26.1196,38.3407,7.7428,10.6011,6.44,26.3945,159.703,24.7575,22.2105,39.2649,61.4433,25.9117,10.3498,54.5343,17.1497,17.0323,2054.6,71.5692,9.40121,45.8883,54.0997,54.022,18.796,199.628,34.0245,14.088,518.289,8.27335,11.2951,15.4916,34.0183,8.02148,26.3263,21.3823,Control
28.0983,17.9077,35.6988,16.2352,406.913,40.5796,201.832,21.1174,8.77895,6.69699,29.92,38.3137,14.2654,15.8313,10.9487,7.94467,101.05,984.041,22.9667,698.026,56.6618,29.4765,116.264,21.1796,59.4602,94.3632,18.6084,1658.45,1571.12,639.955,85.6709,114.221,19.3763,13.1077,1255.39,53.4772,455.603,102.178,138.851,39.8625,12.9952,24.3795,60.146,124.896,290.539,152.87,59.4721,93.9708,1517.44,418.664,15.1915,26.6081,5.18686,20.7543,151.213,246.096,64.1782,8.92702,383.934,493.438,149.46,58.3699,62.6734,42.5205,663.913,7.0991,19.9072,28.7538,39.5247,7.1937,11.5257,5.57313,29.6612,141.22,22.3746,22.1703,40.5095,69.0979,24.8685,12.3799,58.9801,16.3481,11.8822,2160.26,60.0695,10.9501,53.2713,44.5692,58.511,18.7552,160.755,35.1899,11.9978,497.714,9.56916,12.1597,18.6225,42.9644,9.76212,30.8859,19.494,Control
31.931,14.7428,45.7968,21.1287,460.388,44.1168,308.971,32.805,8.38717,5.47587,33.6949,34.4347,9.79172,12.4053,12.1461,9.42634,121.152,1133.92,29.6571,785.144,79.5384,43.1108,84.0719,17.0068,54.1322,76.8564,13.8343,1848.76,1328.57,656.944,58.3261,121.745,13.9825,12.1123,1093.73,59.5676,522.885,113.886,114.738,36.264,12.3474,21.6101,54.0851,107.857,305.025,224.182,81.6449,65.8254,1636.01,312.659,14.5545,21.8078,5.82741,16.2361,186.188,216.474,36.1129,11.0749,496.47,619.577,111.285,51.4964,78.7872,32.5339,385.25,6.85099,14.0004,31.6427,38.7301,10.1851,12.3095,6.43385,23.7978,99.2573,18.2401,21.3567,38.471,59.4036,37.33,10.814,49.5598,14.3312,17.6207,2129.59,56.7084,8.04532,43.0786,74.741,47.7016,15.8001,184.594,24.2741,15.2473,682.625,8.10374,15.4072,14.8465,33.0649,11.2016,20.4543,17.0921,Control
23.595,17.6704,43.8876,17.3335,455.152,57.6338,191.924,20.301,8.64598,6.09319,32.1329,36.6733,13.4653,15.3525,10.2362,7.36374,112.693,1022.78,31.9953,763.054,74.3786,33.6644,96.9632,21.2252,45.0293,80.5265,14.1922,1653.35,1596.48,506.572,77.608,46.921,16.764,11.6474,1068.49,56.0314,350.258,166.688,112.251,51.818,9.89216,22.4429,43.0304,154.945,220.696,138.272,87.5751,71.6362,1468.36,327.295,14.4511,27.6335,4.62606,19.6708,146.545,205.724,46.1023,10.0315,327.752,509.227,108.409,55.5784,77.6351,28.2821,208.64,5.59253,12.9061,33.1594,40.8629,8.06262,10.5645,6.41441,16.2934,89.5261,22.2468,18.131,40.5912,64.5074,24.1506,13.3059,51.5276,17.0915,15.3525,1991.78,67.4054,10.1286,44.6337,66.8735,53.3085,18.4073,175.641,28.0351,14.4105,502.448,7.35902,12.1305,17.7108,41.4946,8.48588,22.1636,20.7538,Control
29.4885,15.8452,40.0696,15.3335,186.552,39.562,304.412,14.056,8.08499,6.46466,27.0963,27.9886,15.0661,12.4624,17.0401,8.9576,94.087,1420.08,25.497,333.869,66.7583,26.5295,126.229,25.8867,64.0308,101.756,15.0113,1523.7,1200.39,317.939,60.9863,45.0547,16.3633,11.5272,983.578,44.7819,545.114,140.454,100.615,41.8592,14.6969,20.7567,43.9336,99.7815,195.153,128.408,52.296,83.0429,1536.99,389.335,15.8414,39.0776,6.8655,15.3463,116.457,213.321,47.4927,9.79673,288.348,393.544,138.821,55.6979,99.8825,35.2293,221.678,5.67679,16.3633,30.5116,50.2436,8.83738,14.4436,6.20793,32.8478,160.643,26.253,20.3375,30.2263,75.132,46.129,12.2512,61.1443,14.1368,15.376,996.432,75.5757,7.76144,52.6135,52.9358,47.9687,16.5973,136.246,43.1231,16.3593,516.549,8.8599,10.9014,17.0416,44.1724,10.2282,39.11,20.0954,Control
22.4688,12.6497,37.0548,33.6078,366.034,54.1784,205.914,19.2534,8.33381,6.20582,30.1128,31.6178,13.7833,12.7756,13.8428,9.01212,137.702,1102.31,31.3625,584.157,73.2142,25.0545,77.2138,19.6614,39.8077,75.7143,16.0121,1430.98,1368.79,408.403,57.9683,67.7436,13.9958,14.1263,1027.85,49.319,435.49,98.4574,137.933,50.1508,9.3746,23.23,36.2779,128.899,284.694,162.071,69.9527,69.8376,1321.87,327.51,14.9169,24.4765,4.60475,15.823,115.258,223.095,41.1166,9.62455,326.025,475.06,110.126,47.8529,71.8002,31.4505,365.721,6.04651,18.6029,36.6825,38.9181,7.69704,10.6131,6.31121,21.5457,133.248,20.0073,21.0407,31.694,72.3124,30.5502,11.2738,46.1908,11.6445,20.0569,1973.49,47.5341,15.6127,36.7974,66.1384,46.9412,20.3699,159.517,24.6295,13.7082,520.013,7.41807,10.306,16.0998,26.4268,8.866,22.679,20.8566,Control
30.3803,14.9119,21.3018,16.3956,341.782,34.3805,168.168,13.7393,8.04329,6.38769,25.1854,33.2041,16.8498,12.5405,14.6407,8.20642,123.403,1319.7,23.9069,590.693,58.759,17.938,99.758,29.6413,55.9681,114.109,18.0965,1861.41,1161.24,481.498,39.397,177.354,16.3684,16.4329,1119.24,36.5571,548.907,56.61,119.952,59.5097,18.9393,23.5654,52.5925,179.184,210.095,112.823,41.6844,90.9752,1736.3,315.302,13.9511,34.8813,5.13075,23.717,114.224,181.488,58.5055,8.88617,404.011,501.587,153.675,50.5562,55.7476,27.2551,259.874,5.87248,14.6782,38.9727,49.0187,8.59192,13.097,6.16878,26.7193,86.4871,23.6369,22.1056,30.1777,68.0783,18.2781,11.1337,88.2451,14.4022,10.6408,1724.14,83.3506,8.72437,51.3612,44.3097,50.2522,16.188,173.94,35.5038,14.9283,469.063,7.85616,8.27729,14.1085,40.2373,10.4304,42.8283,19.2422,Control
22.5812,20.2627,31.9348,12.8582,355.993,49.5018,189.169,15.0599,8.28787,7.11942,26.702,46.1369,12.9321,12.9695,18.9308,8.52377,144.673,997.698,24.0282,380.899,67.1684,17.865,106.975,23.8564,55.6709,85.6795,12.0655,1683.79,1229.71,332.443,51.0377,47.9503,14.9417,12.193,1098.23,37.3202,477.878,105.211,140.603,61.421,12.6707,24.2027,52.5017,130.23,274.347,120.529,55.6546,73.345,1087.21,340.685,12.4451,26.353,6.10551,22.7963,93.4398,205.191,49.2885,9.37673,337.388,373.098,124.781,67.8903,47.5726,33.7498,293.287,5.91232,17.4208,33.067,39.6824,7.83676,10.8838,5.96324,25.3905,130.86,25.5947,26.7704,38.81,68.0152,27.8077,11.3587,70.4017,14.834,14.2339,1676.6,100.196,8.16005,44.2479,50.089,54.4146,18.244,156.549,30.9487,15.0871,426.555,9.61679,10.9477,19.7521,33.1869,8.54439,34.392,20.2664,Control
27.27,18.5949,27.7646,20.2923,311.695,88.6673,107.846,12.8089,8.377,6.09073,28.6944,31.9056,12.1844,9.42575,16.6182,8.53454,98.0898,1135.84,22.5808,405.121,37.7653,18.9946,119.495,21.3851,55.7619,80.3753,16.5131,1798.22,786.171,265.972,58.1937,77.3296,15.0857,13.1614,1005.86,51.1593,367.711,42.6567,127.234,49.2515,11.3727,18.6632,56.8242,146.348,234.418,84.6422,48.2144,75.2489,1219.72,296.533,15.2017,33.0258,5.63319,17.9634,124.119,169.879,44.9276,8.28645,266.988,371.954,143.864,52.6709,53.2153,31.8737,240.954,6.11257,17.7141,34.942,45.5079,8.06983,12.2155,6.14618,40.6785,177.679,24.4198,21.9856,38.0922,65.1226,26.6131,10.162,59.9054,15.2378,11.9333,895.122,72.84,8.48613,64.9668,39.0044,53.1479,16.5655,183.782,30.9631,17.2889,304.981,7.1361,11.1902,12.2467,30.4656,8.64959,26.3632,20.5423,Control
25.4175,16.6659,29.7138,21.9783,369.806,41.4227,190.221,20.726,8.54249,6.19277,26.9591,29.7882,13.9499,12.646,10.3764,7.54886,109.226,1085.49,28.707,756.843,57.0335,34.8971,97.7428,20.9763,54.3612,75.3572,14.8099,1658.15,1171.21,470.579,58.2074,292.038,14.5161,10.6064,1118.18,54.4427,446.466,82.7188,129.385,46.5943,13.7678,20.1994,43.4181,150.051,191.043,164.951,68.2119,71.3862,1498.48,351.142,13.3921,26.2329,5.38827,16.2184,154.619,216.652,58.6674,9.6241,284.193,487.544,121.514,50.3706,77.7242,33.5704,183.336,5.70285,15.2224,35.5676,35.7928,10.4749,12.7568,6.30856,17.2022,134.214,18.4259,16.9442,40.3875,58.5969,26.2222,9.55586,58.9204,12.399,14.3587,1484.75,61.0535,9.08726,41.1524,59.5622,57.7462,15.1113,174.375,26.2575,12.6705,493.555,8.40137,11.9576,13.3009,35.5511,8.9282,28.297,19.9593,Control
27.3169,14.2723,26.1475,22.7861,257.232,60.2698,174.939,16.7981,8.69347,6.34258,26.606,39.7112,14.8073,12.6422,9.81079,7.60194,109.707,710.769,22.8591,557.373,53.9539,22.7837,87.2917,21.1674,61.7835,89.3407,14.9159,1382.63,1299.71,407.931,111.442,309.855,16.5256,14.9501,1206.32,59.7727,430.33,89.0571,169.342,40.4393,10.4293,20.5413,53.4409,149.997,215.441,189.959,83.5683,87.9114,1149.96,246.531,12.9618,22.7969,5.23421,20.5718,136.429,222.77,55.1448,10.0399,318.941,326.884,162.684,54.0038,58.1514,43.0086,174.822,7.23621,18.7386,27.3592,40.9685,7.95204,9.44995,6.62373,28.3877,138.824,21.2712,17.2398,49.4914,53.8755,23.2042,9.62672,54.8179,17.4583,16.236,1239.93,82.2801,9.66181,45.7,51.5033,47.4559,15.1174,99.4411,33.6347,16.6439,410.635,6.78174,9.66952,17.0045,41.4921,9.57148,29.1074,20.5582,Control
27.8265,17.74,24.2509,13.2345,342.309,60.6712,234.85,15.5319,10.5153,7.42716,24.9499,39.0687,12.1023,14.8751,19.7844,7.89574,111.363,1364.06,27.8958,538.901,70.0811,23.425,81.8152,24.7563,46.3518,81.6326,18.005,1770.51,1252.11,414.83,64.3107,108.088,21.0885,13.9321,1088.25,60.8018,527.574,88.6106,140.53,53.3842,12.1023,19.3252,63.7329,135.696,232.686,129.434,35.4742,82.1362,1525.19,259.588,17.8932,24.9358,5.79203,18.226,121.35,144.601,39.8943,10.0728,295.187,368.541,111.778,62.7739,64.3717,36.8051,201.206,5.76673,25.0602,33.7944,39.5589,10.2178,11.7989,6.94298,21.6122,85.6529,20.8355,24.8331,46.3866,66.021,31.5083,13.7067,58.3789,16.9536,17.4623,1438.93,74.9659,8.4833,55.1744,48.2941,38.867,20.5176,144.423,32.8243,12.8524,558.986,10.4006,11.0717,19.4402,37.228,11.0202,33.0146,16.9182,Control
31.7889,15.7973,41.3502,20.2593,335.349,33.9322,226.897,18.4073,7.79943,8.09456,27.3273,42.5123,15.4728,13.6765,18.2564,10.1966,89.6351,1514.25,28.8929,652.709,61.3454,17.7042,134.469,29.5685,53.5568,113.368,20.7724,1437.98,1420.1,389.312,45.1545,42.8139,15.752,12.8127,1068.66,43.6849,802.327,91.888,109.296,53.8279,15.4894,24.9672,59.3979,118.542,218.842,132.677,53.9221,109.864,1817.27,316.341,20.2267,31.3968,5.25888,24.9356,131.27,229.531,51.8812,9.05702,424.825,491.487,152.822,56.7785,59.935,40.6615,604.805,7.22843,21.375,34.7851,52.0444,9.15832,12.776,7.10449,33.4514,128.648,26.2496,21.1933,44.1336,78.5946,18.8935,9.73341,75.5094,14.2889,15.3666,1838.38,79.4966,9.47099,61.723,61.2004,70.7763,18.1544,144.59,33.3708,15.5735,640.573,7.84633,11.4568,15.0482,39.492,9.30801,35.9301,23.5753,Control
27.2226,14.7943,39.0749,18.4465,277.367,40.0209,342.947,18.4511,8.18341,5.42691,33.0052,36.2519,10.3498,11.0842,14.5186,10.1886,97.0723,891.686,29.9142,628.415,64.3071,20.3807,85.077,19.9873,50.7972,84.9499,14.938,2053.64,1539.81,596.609,69.9561,47.2402,18.2374,12.3973,914.495,51.2087,606.598,95.0411,149.413,45.6576,13.5171,20.4388,42.1614,134.465,268.616,144.067,76.6501,64.3071,1123.43,263.878,15.1287,24.5739,5.48277,20.9231,137.244,253.755,36.7957,7.4824,346.126,394.657,116.798,48.5401,69.8489,28.353,339.952,5.81887,15.8883,32.853,38.0992,12.3688,12.4186,6.41643,30.7397,145.96,22.5579,18.1082,29.1381,48.0056,43.351,9.1132,59.1695,15.6781,16.2262,1588.91,49.2688,8.43879,51.4947,71.0497,47.3241,16.5331,176.944,26.6361,11.4445,413.344,10.0432,10.4488,12.9232,31.7644,9.56124,32.8092,16.5859,Control
18.4393,15.4979,33.9432,14.5603,220.58,36.8761,215.673,20.7311,8.64673,6.51117,30.7501,32.7377,14.1933,13.8314,15.338,6.76155,91.065,998.59,26.1432,444.255,62.6984,20.4875,121.208,31.7419,62.5444,114.402,17.2745,1426.22,1282.2,387.883,61.4789,58.4065,18.3707,12.4326,1191.14,46.0288,644.164,101.99,126.98,44.5415,10.7363,17.9119,58.3095,132.995,218.391,153.532,59.331,80.6937,1289.33,388.259,17.6,26.0679,6.63734,11.9645,149.361,190.946,59.0905,9.63003,403.592,447.251,160.367,52.4114,62.888,42.4528,528.09,6.54095,16.3423,31.3755,46.8377,9.15496,15.5317,6.45183,20.2075,104.182,22.5862,19.3437,36.4426,78.6703,26.7349,11.1401,65.8021,15.7709,13.7172,1234.05,56.3812,8.17052,56.1071,61.8516,63.8896,18.5673,136.602,25.531,16.9009,670.937,8.5491,8.08373,17.1909,42.4691,8.02336,31.7847,17.3179,Control
23.7611,16.3275,31.6526,16.0381,210.729,48.9279,215.19,24.6465,8.77224,6.49484,32.1727,36.3924,12.2642,12.457,12.4049,7.51841,102.261,1034.91,22.4409,545.865,57.1083,36.6303,91.0496,18.5107,49.248,103.658,13.9599,1732.75,1169.37,390.396,95.8555,116.815,15.1904,12.6425,1086.32,53.7307,425.854,93.393,140.509,42.7723,11.505,19.6494,51.7996,120.648,299.2,167.273,62.9425,73.8125,1067.8,215.242,17.0181,21.5771,4.95902,17.4997,139.887,218.016,47.7172,9.42891,235.752,291.874,140.393,49.6608,59.2481,38.094,95.8539,6.17255,22.3244,27.6195,43.6342,9.34967,11.2143,5.80969,35.2062,140.428,25.7964,17.0348,46.3695,55.2855,30.8457,9.78019,54.0144,12.9117,18.7595,794.894,51.285,11.2721,45.8808,58.3835,55.5849,16.2062,129.942,26.3017,14.0289,331.027,8.91779,12.6691,17.4516,36.1387,9.06585,35.4718,16.971,Control
33.7155,17.3258,32.1662,17.6179,241.274,56.4279,256.508,20.3261,8.7569,7.80123,30.3322,46.1955,16.0341,20.4967,14.9967,9.22033,97.0045,680.801,22.4824,475.002,70.8253,15.549,101.677,24.9662,62.3199,128.193,14.0131,1635.23,1278.14,693.115,45.4107,27.657,18.1998,18.7379,1175.64,60.5179,559.074,82.153,88.7848,51.5802,12.0694,26.8544,67.5251,113.27,155.261,113.86,51.4153,111.165,799.577,315.722,16.1688,32.0519,5.69464,20.1425,120.079,186.634,56.1948,9.77028,323.12,276.2,181.443,59.6516,66.206,41.9582,361.785,7.48605,20.621,34.4798,43.7115,8.21966,14.684,7.06769,38.0674,99.3525,26.3877,18.3202,54.3648,70.1011,30.5052,11.4728,78.1351,18.4293,16.492,1046.81,114.795,7.64582,46.5105,45.6833,66.7638,20.8145,95.4091,44.2536,12.2441,403.536,12.409,13.4997,15.0854,46.4368,8.78724,35.5019,21.4844,Control
24.2344,15.1313,28.2594,15.5138,448.165,42.9878,157.309,17.0868,7.64821,6.65072,30.242,36.4096,16.0988,14.2024,11.8334,6.85737,127.369,686.995,24.0569,616.875,32.6898,40.0067,97.976,28.3881,53.9625,84.8699,17.2635,1458.94,1157.66,471.863,53.4887,287.966,16.682,13.8755,1251.66,57.5348,306.918,91.9986,92.9043,46.8837,13.5937,20.7533,60.3115,105.465,159.306,148.661,56.5854,91.2048,1394.16,230.354,15.5713,21.9528,6.31434,17.2591,116.668,142.072,64.3286,9.26424,314.957,446.978,170.867,65.1584,54.914,42.6399,89.0495,7.34208,15.584,34.3823,44.3384,8.3656,10.491,6.85737,33.5155,123.027,24.5576,17.3366,51.2912,65.641,25.4435,11.0362,61.4946,15.6096,10.5874,1372.27,62.3619,7.84035,51.3655,41.7668,58.9253,16.8697,131.529,39.8021,12.9782,425.283,9.05839,13.4888,13.8123,34.6874,9.2634,31.3376,24.0044,Control
28.3121,13.4148,33.8926,14.5162,281.41,41.6048,203.856,13.2225,8.17454,6.6273,40.3585,45.4068,12.9191,15.8233,15.7579,7.96235,103.04,1369.97,24.2559,525.129,51.7658,16.9131,102.188,28.2722,50.9947,108.303,16.8941,1792.39,1078.4,397.746,55.8135,60.6519,17.0027,14.1591,1096.24,41.1608,387.104,106.411,117.266,43.7725,13.2027,18.3499,52.2903,151.787,187.367,126.062,44.8941,65.8339,1361.21,262.659,11.9396,27.7193,5.74986,20.192,132.576,224.997,60.5637,8.88538,351.419,451.695,130.668,42.5601,61.7854,45.5253,566.434,5.77591,11.3002,39.1263,35.9911,7.76982,9.77995,6.39188,26.7269,159.191,19.0705,19.7529,29.3021,63.4745,25.0545,8.18719,63.3669,16.2492,12.8166,1515.25,80.3982,9.6663,40.2573,39.7626,64.5042,22.0086,139.777,28.7625,13.9886,411.744,12.1297,11.7534,12.2586,36.0824,10.0187,39.6952,19.4651,Control
22.8985,14.4527,33.4824,12.7093,466.502,43.9469,286.999,31.0146,8.18311,5.96719,41.3184,33.8953,14.5963,14.3794,13.4585,9.96855,140.166,1110.7,31.5134,887.312,80.2947,52.0457,78.1397,19.9002,45.2604,74.4361,11.9,1607.76,1488.64,655.774,72.1518,78.7861,20.7349,11.7459,1102.06,50.9986,737.877,126.258,147.964,42.8121,11.3072,20.227,51.4348,127.135,230.562,169.953,74.0634,76.1328,1599.07,436.693,16.5984,19.7819,5.3778,19.3565,193.369,258.216,38.2889,10.924,462.574,628.212,105.63,55.2807,76.287,28.1654,733.033,5.48812,16.7582,34.5812,35.4922,8.25107,10.9721,5.84775,19.1104,137.895,15.7042,19.913,45.5271,51.0898,28.5954,10.8894,44.6998,11.6158,14.2737,1997.28,67.5015,8.50611,48.6401,67.6825,45.6805,15.466,200.793,28.4895,13.6535,642.416,7.89965,10.9874,15.1431,30.1828,9.17441,29.321,15.6691,Control
27.1094,14.0223,31.6703,17.1972,441.398,68.1971,219.683,15.6556,8.18134,6.27775,32.5817,33.9386,12.2071,13.3584,11.7574,7.39232,124.064,1135.3,35.1942,582.489,47.4323,23.5368,90.777,27.947,63.5579,83.4544,16.674,1594.47,1471.55,423.266,51.8119,56.3556,15.6171,13.9594,1049.23,54.4166,477.588,82.0517,135.438,46.0917,13.3343,23.7364,56.838,134.638,338.563,146.395,70.7857,69.0866,1119.14,353.138,15.6553,29.0304,5.7965,15.8435,152.686,199.906,50.188,9.99554,342.61,425.59,129.741,56.1873,65.9825,33.6017,489.19,7.3433,17.3818,35.1673,44.9531,8.12404,12.8045,7.02154,27.776,129.491,20.419,21.7018,44.4227,64.3363,27.7107,13.9573,59.5326,15.5308,13.4058,1882.35,64.9789,9.30113,43.2425,67.3298,60.6162,15.6343,161.025,27.4241,11.7306,522.32,6.82958,11.7597,13.6437,34.0658,6.91868,28.8701,22.226,Control
24.5399,14.2106,33.7379,14.7339,476.817,55.6639,236.303,16.2766,7.42948,5.67677,30.4766,35.8805,16.8569,11.2541,11.2952,8.21703,128.378,980.048,28.5643,991.173,61.0695,65.4843,106.664,19.2164,62.7925,89.0894,17.5541,1506.15,1351.13,694.082,94.189,327.795,17.1008,13.2277,1129.42,56.2259,478.498,131.722,130.501,48.9424,8.76952,19.6825,56.6899,138.074,264.728,174.704,70.2487,72.1517,1636.57,350.754,13.7862,24.7222,5.67677,20.2274,198.464,256.491,52.6895,9.32646,426.325,488.282,141.516,49.31,71.9546,35.2808,340.906,5.99388,17.4334,28.1039,43.3856,9.59553,10.1608,6.68231,31.0027,159.18,26.1591,16.1083,37.9781,50.6269,26.4856,11.8619,50.9006,11.8086,12.9913,2041.14,62.3271,9.45557,54.8692,58.9876,59.9494,17.9608,179.536,31.8584,11.3277,538.71,7.90772,14.0187,11.8042,42.1474,8.46732,29.7772,18.2631,Control
28.5514,16.536,36.29,21.214,318.594,30.2577,187.46,20.7401,8.47133,7.21514,30.3116,27.9865,14.1997,12.2686,10.2124,8.88734,116.362,1048.65,32.9193,857.137,70.4865,61.4417,91.3001,17.7695,53.3804,81.4609,11.8304,1673.65,1257.64,552.685,82.6631,157.489,14.2574,11.8297,1092.9,35.9361,500.419,126.601,139.578,49.0547,11.2896,24.1286,47.0365,135.93,244.38,179.164,90.7161,62.5556,1535.27,321.354,12.7866,23.1155,6.28828,18.2705,165.318,215.397,32.2128,11.9978,372.119,379.926,87.6643,48.0399,69.0668,33.4324,177.402,6.29997,9.67188,31.9162,44.7115,11.0837,9.52332,5.55994,14.889,138.433,23.8728,19.2049,27.0466,55.1869,32.8996,9.80905,43.7042,11.3449,14.7087,1572.32,58.3186,9.23534,31.4933,52.0677,55.814,17.6354,180.438,24.9161,11.5024,463.638,8.55868,13.1994,15.5839,33.8763,9.01812,19.3113,22.0237,Control
