242306_at,244630_at,228878_s_at,1567237_at,244070_at,242366_at,221954_at,211171_s_at,219495_s_at,239657_x_at,244626_at,227196_at,225366_at,1567590_at,201489_at,1561928_s_at,243283_at,1555962_at,237851_at,1553640_at,242980_at,207004_at,228949_at,228757_at,207084_at,234972_at,230978_at,227618_at,211445_x_at,227738_s_at,1564876_s_at,241556_at,241817_at,1555687_a_at,1555888_at,209475_at,1561631_at,204055_s_at,222020_s_at,227476_at,213222_at,204648_at,216794_at,1565306_a_at,221840_at,215636_at,Class
19.2464,35.9788,44.2627,19.2358,16.8754,400.984,226.826,15.6145,53.569,85.3321,12.0744,10.9611,148.075,15.5836,1198.29,50.5437,11.3748,55.6126,79.5291,17.0704,10.3501,138.298,232.711,67.7884,21.6077,132.426,28.8381,340.729,1082.8,193.911,40.0113,75.2113,115.326,10.8107,250.597,512.044,7.19483,16.6631,16.9534,296.403,95.8788,141.156,26.894,16.6124,1188.73,13.6469,Autism
16.2273,44.3807,58.7831,16.658,16.5859,433.755,287.536,17.637,43.7345,113.314,14.5323,9.84091,119.675,16.658,848.918,40.7866,8.91707,59.6958,75.5195,21.9677,14.4854,179.471,354.92,68.1614,17.0669,109.09,27.0635,260.885,1131.53,200.158,38.3075,56.7517,131.021,14.9245,346.899,408.467,7.88895,12.177,22.5867,276.424,69.4519,186.868,30.1891,25.4999,937.548,12.6813,Autism
17.489,37.3233,43.0493,19.0754,14.7884,345.969,188.011,11.8036,58.1595,126.029,9.08544,9.26803,91.6379,12.4839,608.88,28.2681,10.0116,47.9234,81.9603,21.6387,7.62523,105.453,157.212,54.0223,15.4711,190.326,18.1651,277.545,1211.59,172.353,36.3591,49.9651,122.968,17.1094,290.384,532.865,6.79517,21.6725,20.8181,316.104,102.943,105.708,18.5122,23.3174,939.129,17.0889,Autism
14.1214,30.0231,40.5519,12.0614,15.8333,470.727,350.792,13.9648,44.7355,42.0034,10.5734,10.6409,52.3823,21.247,1019.14,37.7188,12.7779,55.3707,69.4222,18.0401,10.9122,107.636,79.3256,56.3164,20.6371,91.2932,29.6302,483.24,1112.96,130.094,38.6172,58.6007,129.777,14.4695,267.548,341.167,7.37252,43.8006,16.5747,350.353,62.9478,99.4274,23.0047,16.0962,1441.73,12.6342,Autism
14.7624,35.5308,53.7363,13.3199,17.3486,497.917,312.529,13.7283,55.5231,65.7796,8.75707,8.37128,148.863,14.7586,1077.75,33.3469,11.1083,46.9135,68.978,16.7785,11.2267,92.5376,193.569,50.1833,19.1751,157.399,21.7196,426.739,1098.84,169.407,33.5759,54.3316,153.108,19.3706,338.396,436.261,7.46044,35.7634,16.1968,371.6,82.6869,105.87,25.5314,18.4877,1342.69,13.5108,Autism
14.2469,39.3106,41.365,15.6318,21.934,225.18,315.397,16.9897,43.5631,69.7722,9.3486,6.90608,69.8883,15.4868,1047.82,32.9595,10.8084,65.7144,74.8273,22.9275,10.4487,92.6768,61.5734,59.9918,14.8941,153.21,22.7198,431.338,972.884,152.802,39.5484,65.1448,115.849,11.3977,146.631,205.473,7.03611,16.1516,13.8316,191.448,27.2396,139.957,22.9947,16.0184,518.368,13.4872,Autism
16.6563,42.2812,50.6984,20.9709,26.4741,357.899,226.271,16.3675,51.2893,96.5676,9.74194,8.02005,119.199,14.186,615.777,34.8802,15.605,43.9817,59.7156,23.8862,9.44238,114.269,161.013,67.3491,15.8204,142.769,22.0434,300.8,1514.37,157.242,47.2428,67.0947,85.3995,12.9829,256.6,373.795,7.26063,22.7775,19.886,274.137,69.9086,112.82,42.5434,24.5755,877.642,11.9481,Autism
15.4334,27.5669,47.4429,13.7555,13.0617,326.552,184.941,11.3761,61.8468,74.0587,8.94979,9.05503,135.112,15.3026,545.844,28.541,15.773,60.2282,56.8571,14.081,8.04149,93.4764,96.8423,55.778,16.2163,155.574,13.1455,155.441,1269.72,170.418,32.3466,59.3836,87.4828,15.9014,136.519,335.167,5.82582,17.8636,12.4445,289.914,151.486,93.2351,25.0963,15.8496,772.936,15.0326,Autism
13.2378,33.932,42.5641,14.075,20.4175,344.063,257.891,14.2375,65.3557,56.2112,10.4592,8.70505,125.991,11.8943,635.749,33.632,10.2476,45.3306,51.5598,15.2098,9.66867,99.9668,284.79,53.1451,19.6745,170.669,22.4828,326.25,1284.63,167.159,35.2492,59.9105,95.2715,14.8071,256.953,435.016,6.51506,38.924,17.4235,415.544,52.8219,118.583,23.7003,13.4108,1171.95,12.9431,Autism
14.7464,31.0169,23.1902,16.119,13.9348,705.121,389.148,16.2105,77.6802,117.858,10.2135,8.5565,166.728,22.8083,1347.93,36.6192,12.586,58.2352,62.5183,18.7138,7.03562,93.4476,226.086,71.9377,19.1525,145.855,22.8596,708.426,1256.27,119.082,35.6589,60.1186,244.102,11.4459,406.602,504.911,6.70288,23.0919,16.8962,440.255,121.924,82.7436,20.0553,10.5399,1725.08,14.6953,Autism
11.7561,29.1311,39.4393,10.5357,18.2889,394.762,319.578,14.4721,68.552,55.9871,10.397,9.14541,198.244,11.7947,875.923,36.7766,12.37,51.517,45.2726,16.8228,8.99596,92.4332,338.984,45.82,15.1627,132.724,14.1074,374.809,1227.29,101.182,37.0473,52.7944,160.263,16.1869,306.177,491.053,6.58069,19.149,17.0629,368.362,145.54,76.4343,22.5613,17.1079,1743.6,9.94844,Autism
11.8996,31.231,39.814,11.8393,14.0097,485.078,289.478,11.9565,54.8655,73.1805,9.29912,7.87555,130.125,13.269,1164.94,34.5113,10.8837,40.724,56.7406,14.7354,8.30916,81.0781,539.83,56.286,17.0062,158.725,15.8339,599.239,1139.18,154.423,35.2277,46.4995,221.122,15.0058,429.441,324.645,8.05544,42.4997,16.5153,269.635,47.0454,107.218,24.0695,9.91106,1565.36,17.7413,Autism
17.6595,51.299,63.362,19.2475,19.303,313.89,217.879,15.3988,48.6439,98.8991,11.0944,8.70507,77.9032,18.9874,852.768,32.5852,10.3976,51.0391,68.5592,14.8454,10.6292,177.924,91.4526,71.419,18.7428,159.218,27.5018,344.149,1180.58,192.547,51.1535,55.497,114.447,13.6898,301.241,410.447,6.49548,26.3718,16.8778,256.275,49.9127,115.24,33.5038,15.4871,1359.68,12.7906,Autism
12.9298,25.5837,40.0611,12.7753,16.4706,458.552,318.368,13.9784,66.5898,49.6457,8.40373,9.05886,124.968,11.8653,948.724,26.16,13.5329,55.1449,59.5795,20.3024,9.62803,101.375,272.056,59.6057,16.5811,142.341,17.7118,461.83,1294.2,150.724,38.8963,51.1575,182.758,16.51,427.682,579.934,5.88392,38.2857,13.6243,383.548,87.2753,108.074,20.8312,17.1217,1196.35,13.5104,Autism
15.4454,47.9328,39.2082,14.4036,16.4494,465.75,348.3,16.0324,65.1089,76.4616,10.2619,9.60511,113.165,19.168,1096.54,26.7391,9.43367,45.355,60.1558,19.3693,7.65628,60.2989,477.922,57.9766,18.3312,183.321,15.792,467.711,1212.49,117.368,30.4149,64.3071,178.005,18.1577,328.856,480.835,7.13368,28.0698,14.0365,372.046,92.3202,77.3571,20.3389,11.8021,1644.76,12.9718,Autism
15.2616,38.1203,52.5976,20.2457,19.8779,382.732,256.294,17.2095,34.3769,80.8282,9.78811,10.3097,102.946,12.6543,850.237,40.0383,10.3668,47.3313,59.4099,20.1491,12.8246,115.81,436.907,65.2472,16.7565,134.886,21.5267,347.912,1379.95,183.874,51.106,57.5871,145.335,13.915,372.67,546.045,8.00162,24.9979,17.6888,251.68,87.3762,139.804,31.4036,22.0376,1293.6,13.8594,Autism
12.5136,35.123,46.4937,15.0231,18.1768,393.243,330.543,12.0791,64.7734,64.7719,8.05857,8.24097,180.584,12.3586,915.419,26.2601,9.39698,48.2747,55.0931,14.6771,9.3104,88.2766,557.209,53.761,15.4252,123.434,23.2904,477.503,1199.67,117.899,30.8933,63.9531,164.78,13.2622,406.157,511.608,6.81415,24.2987,17.682,401.358,128.094,104.48,24.3997,18.6399,1770.3,13.1887,Autism
19.4975,37.707,53.1301,12.4996,22.651,497.824,237.933,15.8737,51.7752,83.4078,10.0924,8.89398,102.562,16.5008,506.536,37.9852,10.154,84.7854,70.0351,17.9575,9.35288,112.937,79.308,61.4087,18.4793,140.926,20.6436,309.243,1637.14,211.725,50.3714,72.66,72.5163,11.7125,233.201,433.308,8.16797,15.4542,16.0979,306.51,56.9372,110.045,26.1684,18.7713,1131.27,12.5153,Autism
17.0053,36.0951,47.2083,27.0548,17.922,297.709,252.392,16.0582,42.1433,125.938,8.83309,8.93345,116.197,15.8496,673.863,27.925,12.0447,55.6003,66.5973,20.4396,8.94777,117.279,74.4104,64.9575,17.4627,146.324,19.1767,192.212,1470.84,166.77,48.7693,54.2459,88.4822,19.2713,212.276,347.917,6.49735,20.1842,20.7253,256.844,57.5433,100.01,26.9873,18.6289,826.654,13.7787,Autism
14.0019,30.7279,31.1329,17.567,15.4911,400.199,341.911,12.3591,50.5639,60.5643,11.7616,9.17441,162.358,19.1816,1195.32,31.8347,12.1651,46.1524,85.5564,20.7897,8.80063,92.7908,168.826,53.5902,15.3095,191.525,16.4599,323.296,1075.55,133.384,29.1026,45.4699,125.515,13.188,279.576,456.279,8.2394,13.2413,10.9817,289.051,72.1034,111.763,25.2851,9.55529,1234.39,12.025,Autism
13.0744,30.9149,44.9439,14.178,16.7864,417.324,301.644,13.1763,63.6016,66.6034,9.73773,11.5125,169.414,11.3172,795.746,29.7218,10.6958,84.4936,55.2599,16.7864,8.46806,97.9412,235.878,64.5752,16.6972,187.383,20.1924,393.36,1277.99,169.789,37.4146,50.2564,130.303,14.2674,348.037,452.597,6.72022,18.7962,15.9848,291.025,94.2082,99.7409,26.8077,15.3247,1425.66,11.5158,Autism
17.4436,33.3344,44.2436,20.0111,19.4835,373.888,210.141,20.275,48.486,102.979,10.3745,10.1188,128.023,15.1535,716.652,35.3685,9.11985,52.3769,77.1993,25.9877,11.8378,122.79,218.362,73.3046,16.3472,114.678,17.2208,295.476,1197.91,174.059,42.7924,68.6757,107.467,15.3502,265.032,433.103,7.07872,17.4436,26.9861,249.057,46.8974,116.391,29.3214,25.5934,1061.48,11.8957,Autism
17.4141,24.8288,32.6602,14.9545,11.03,366.255,328.739,14.9096,39.4405,83.8034,10.315,8.2826,66.825,16.3525,1114.13,29.8495,10.5005,49.6598,88.6082,18.9677,9.87811,120.874,116.049,65.6293,20.1304,112.433,24.2737,418.634,1245.43,140.54,40.2298,68.9043,166.098,14.735,285.426,427.389,7.80863,23.2662,17.7582,349.558,79.2577,97.7214,15.8791,15.2828,1172.79,12.8066,Autism
16.018,53.6474,44.6292,23.7686,21.8472,291.215,251.666,15.638,55.1874,91.041,9.44983,9.35593,81.6383,16.6232,1017.9,34.759,7.92772,57.2541,91.8493,19.5006,8.9407,150.214,136.386,75.4145,18.4349,144.552,28.8344,356.756,1187.52,209.927,47.0052,50.6057,100.371,14.6776,257.13,412.878,7.04635,17.8323,18.5649,287.465,65.3141,104.364,25.7056,22.0483,1178.07,14.6321,Autism
14.0215,36.1128,43.8008,16.7041,17.7907,292.179,265.935,12.8131,69.3028,61.1514,7.96954,10.0388,86.0697,12.2321,929.447,34.7871,9.24001,60.8661,58.6699,14.6237,7.97415,89.9862,95.5448,72.1515,15.8794,171.562,18.5849,288.324,1288.16,140.79,47.0535,53.537,142.913,18.7239,328.524,371.768,5.98626,13.3194,15.6581,254.859,56.7376,105.471,23.361,18.5308,967.295,12.3386,Autism
13.0597,30.8221,50.1366,12.7764,19.4959,414.625,324.453,11.6505,70.532,73.4162,9.40598,8.55243,120.102,14.6611,1074.37,34.0728,10.8839,61.5034,64.666,16.253,10.351,108.106,301.231,47.6544,17.0984,166.96,24.0451,534.478,1236.67,150.731,37.2132,57.2908,149.406,12.9192,295.661,431.356,7.19234,24.9193,16.3195,277.862,121.087,93.0232,24.1166,19.5649,1259.68,11.4814,Autism
12.6437,31.3452,49.4025,16.4587,16.9506,363.672,246.79,13.1454,62.4135,55.9662,8.88004,8.75544,141.55,15.7572,647.168,29.0171,10.8124,45.5622,61.9658,16.778,11.1308,98.6278,307.574,51.8697,17.2392,155.576,20.1062,286.626,1254.41,157.746,36.0488,56.8878,100.932,15.5445,280.003,442.011,6.69414,38.7476,16.2436,467.014,60.386,104.988,24.1215,14.8434,1185.75,13.0412,Autism
11.6878,34.8229,41.9238,13.6047,21.3871,456.549,269.702,12.8879,65.9222,81.1711,9.61942,8.72631,139.04,13.87,678.177,32.1222,9.26777,58.1097,71.2979,16.169,9.23958,103.802,350.307,48.804,15.5604,127.904,18.3276,381.911,1384.34,123.008,38.9152,49.4368,116.505,18.2558,370.55,436.007,6.54518,41.0589,17.6626,354.176,84.2377,100.986,26.3288,15.0369,1311.77,11.5418,Autism
14.3708,26.7418,37.6223,12.5512,15.7798,519.374,301.622,9.02194,62.4387,68.2405,12.5584,8.35069,105.515,15.7766,1033.73,30.0833,8.65219,48.3193,64.3318,14.7534,8.96245,91.8311,143.129,53.6447,14.5987,179.3,16.32,396.111,1050.86,130.633,34.137,58.5518,128.854,14.8561,303.563,445.827,6.82726,26.1822,16.3596,352.725,88.293,104.815,21.3566,12.8903,1550.23,11.4645,Autism
16.8792,29.6886,32.0459,15.7338,16.3688,508.282,355.383,12.3494,71.8057,63.2811,7.96779,9.70084,177.277,19.8698,1296.09,33.1099,11.5639,51.2381,45.7518,16.5218,9.48828,92.748,189.435,59.8802,18.5202,125.565,16.5317,529.905,978.305,109.258,34.4317,53.5241,177.742,16.8663,366.811,432.289,6.04269,19.4807,13.5352,308.162,97.049,103.251,27.6264,13.6151,1587.63,17.305,Autism
17.1457,37.8948,42.1758,18.1442,17.0429,571.907,256.428,20.7136,49.4264,80.8283,8.74701,8.29357,212.646,14.9719,856.933,44.549,9.07897,77.5518,71.0747,14.0146,8.82268,114.58,539.266,46.6729,15.2688,98.5755,23.7387,536.67,1343.61,127.461,41.3154,65.262,152.914,12.6442,402.444,399.23,7.22069,19.0056,12.1894,409.519,144.614,91.9958,25.3052,15.2445,1763.68,15.0208,Autism
19.3568,41.2579,43.0846,12.3715,14.2719,405.851,310.149,11.6912,73.0559,68.9682,9.2535,8.663,95.8877,17.7061,1139.95,31.4259,10.6008,60.814,74.3217,17.0062,9.32687,76.2329,171.615,54.8823,20.479,160.722,22.2289,342.434,1088.94,133.26,36.2108,59.0066,148.331,13.9362,279.686,329.907,6.52541,24.3336,16.449,280.024,54.5906,100.818,29.6959,16.0369,1224.75,12.9403,Autism
12.4705,32.633,45.6804,12.3903,16.072,482.709,223.975,11.7826,67.1849,72.6231,10.2924,8.10042,128.403,13.7615,449.885,26.7452,12.6339,59.2024,57.5616,14.3959,8.78028,121.346,92.537,61.9675,18.709,156.453,20.4988,313.057,1233.48,202.457,36.2509,49.1792,90.0301,10.8918,272.002,420.682,5.83421,22.9207,14.9643,334.202,59.3053,126.105,33.7702,13.7787,1206.58,15.1007,Autism
12.2247,23.3435,43.052,13.6794,13.749,473.85,359.385,13.836,71.3117,53.4533,9.48567,9.95463,114.94,14.9366,1185.52,34.3614,12.9643,34.2376,52.8607,18.5404,9.37362,74.311,385.254,47.997,11.0117,146.008,12.9917,420.735,1118.23,94.9799,29.1384,56.1588,185.13,11.1158,399.364,523.904,6.17346,53.3771,14.4873,284.105,102.251,93.5834,27.9858,13.3385,1265.69,11.827,Autism
13.1769,31.5065,35.9407,11.0011,19.9938,309.259,323.097,9.99693,67.4386,58.9036,9.00943,9.28989,128.22,13.368,981.854,33.2817,12.1346,63.2403,58.4891,14.8991,8.92443,91.9717,276.649,46.8433,16.4767,208.725,18.3612,372.065,913.296,164.818,23.6922,53.5828,187.257,21.3429,304.09,453.344,6.34023,23.7827,15.6597,276.561,87.1229,92.9075,21.2363,14.0625,1200.01,13.7874,Autism
17.1576,36.4997,31.6133,13.848,18.195,473.215,274.122,13.4809,65.3259,55.0439,8.4267,9.16954,138.006,20.0337,899.29,30.0062,10.3514,53.3922,59.1811,22.4679,9.24463,111.791,113.699,50.405,20.6125,122.718,21.891,410.837,1013.18,131.791,33.0351,53.7114,166.775,16.8975,238.68,373.138,7.23564,17.1355,15.3949,325.806,63.405,101.951,22.5672,18.2998,1056.81,12.5734,Autism
16.4212,31.1613,39.7422,18.6892,15.9308,457.724,246.098,13.8429,69.5364,63.3927,11.3573,7.89837,123.73,14.1206,861.437,32.5804,11.0183,46.4624,61.0896,19.5354,9.70367,84.6551,288.135,60.7182,13.9839,133.444,18.2323,457.51,1294,131.702,30.3128,43.671,126.783,22.5373,268.168,396.804,5.99956,44.2701,19.381,386.762,102.132,88.1326,24.2888,11.7157,1128.27,14.4859,Autism
13.0347,26.3929,32.2025,12.1761,18.0338,409.527,310.061,16.658,85.165,58.2423,10.5935,9.96561,186.756,12.8071,1055.12,37.1746,10.6168,58.5806,41.5101,13.7005,9.39302,85.409,330.197,55.9391,12.6827,114.001,16.1022,483.207,1258.51,99.8602,32.0892,57.3463,194.7,17.8666,479.619,487.106,5.94262,32.8678,16.9339,325.788,62.0686,83.2967,27.8146,13.3982,1655.51,14.5992,Autism
16.7093,40.037,39.0146,13.7411,17.3453,478.556,315.213,14.9467,50.9462,78.129,10.7481,9.33331,127.212,15.3572,1151.49,36.1454,8.79013,47.8541,63.3117,15.7497,10.2019,114.082,241.392,64.2984,23.5544,161.881,26.8385,445.092,1312.48,157.748,36.8588,72.0526,187.108,11.8052,340.275,509.43,6.14435,27.8972,19.3072,288.213,71.3048,130.287,26.9324,16.3313,1361.44,12.8393,Autism
13.2563,25.9274,47.8703,11.3331,17.7978,536.752,345.353,9.71604,59.5547,58.5622,8.08424,9.18594,177.598,20.4917,941.651,31.7312,12.7019,38.6682,46.5723,13.328,11.702,98.4541,158.135,61.4446,15.2162,114.265,16.6568,471.78,1051.06,143.724,34.6984,67.6469,194.663,11.5064,379.199,632.223,7.5487,26.1767,13.0741,443.313,107.586,109.361,19.9359,12.2512,1649.12,12.9838,Autism
14.0527,28.945,37.1661,17.9683,15.0858,297.522,189.883,16.7357,52.9932,97.0926,13.2072,9.96364,85.6109,11.4599,681.525,36.4347,11.5433,75.831,63.6812,19.2266,11.5459,88.3148,392.095,58.0933,17.4627,154.322,17.1145,285.855,1413.11,151.208,40.4928,52.192,114.683,17.3398,190.023,428.231,6.43178,13.0776,14.3141,203.246,65.5663,119.582,27.2626,13.0139,874.626,13.3085,Autism
21.6216,25.4979,32.9149,13.3179,15.3658,349.628,341.643,15.6665,57.7827,68.4113,8.53486,9.71388,154.107,12.0822,1173,31.1643,9.58291,71.9983,63.2553,17.5996,11.9119,79.0077,194.024,49.5413,22.0072,139.881,19.5054,316.622,1019.88,114.753,33.3727,60.43,140.886,13.2704,219.305,363.772,7.2679,19.6204,16.1689,316.696,79.4092,117.747,19.8972,19.2697,1092.77,13.5863,Autism
14.0429,28.9823,43.7536,12.8969,16.5944,442.188,231.101,12.712,67.3207,62.5986,8.77878,8.06666,115.453,13.4349,795.004,22.7274,13.4648,74.3842,47.8705,16.7704,7.6277,90.4268,312.597,54.0984,16.3778,153.954,15.0664,420.812,1293.07,135.09,35.6969,51.6716,130.535,14.4754,298.574,417.16,6.71662,55.6524,11.8762,368.92,140.738,83.2031,18.8683,14.6882,1618.07,12.7477,Autism
14.4886,20.7189,36.4388,12.3584,15.5101,365.186,274.344,13.983,76.8336,83.95,7.92073,10.1575,157.925,12.6538,798.676,32.3633,8.98972,57.3807,42.8347,16.4105,8.27278,88.4947,233.144,55.3535,15.4573,155.265,16.4481,357.028,1178.99,112.855,29.7809,53.3701,154.798,22.684,342.644,488.826,6.37527,37.8019,12.4402,260.856,96.7691,82.6097,25.4382,13.016,1192.8,11.4051,Autism
13.1395,33.554,40.1154,14.7445,22.571,505.669,278.523,14.3384,54.2178,63.192,10.9101,10.2154,120.338,13.7615,833.832,41.0269,9.22453,42.7306,58.1179,20.419,7.13469,88.163,453.306,61.6809,11.5543,128.981,16.0414,567.219,1122.56,152.127,39.3385,55.0552,175.614,14.6361,320.515,534.299,6.84335,30.7246,17.9789,292.883,96.2952,122.911,25.8862,12.6913,1526.1,10.7391,Autism
16.2344,42.9575,46.0302,23.0478,19.6656,474.788,250.192,15.6038,47.8589,101.483,11.7466,8.43017,104.257,13.4516,901.146,32.7936,9.75323,99.6044,80.5671,21.511,9.71939,151.395,353.032,57.4639,19.4905,137.911,32.6494,334.919,1191.62,202.581,43.3623,71.9921,88.9254,14.0478,222.916,477.486,8.05615,14.7287,21.7362,355.523,143.558,137.823,25.2227,20.4112,1097.18,13.6846,Autism
15.9939,35.2421,27.7694,17.0593,18.498,482.564,308.152,12.5136,77.8745,47.7297,14.1773,8.77769,81.1168,11.945,1213.54,40.9542,12.8531,42.6137,40.6465,19.9114,9.11289,88.473,552.981,56.3998,15.8715,170.134,21.7191,532.898,1386.98,109.917,33.1875,48.3708,180.809,14.7469,488.643,467.946,6.17649,20.465,19.3642,341.263,59.5719,91.074,23.2852,17.1217,1351.7,12.2441,Autism
17.9067,34.3144,43.0977,17.4697,18.3849,337.4,267.295,12.0976,70.1333,102.565,8.47787,9.37871,73.4169,13.4,757.999,33.0831,11.1923,59.1077,63.4745,17.8453,10.2812,104.621,96.1373,54.8619,15.2377,184.945,20.1928,319.021,1354.66,183.16,51.8758,56.1879,96.0485,14.5025,242.454,405.101,6.5432,27.1209,15.1618,282.332,57.2096,104.495,19.8941,20.2662,1092.62,13.8901,Autism
12.1252,29.4042,46.0151,15.8192,13.5095,329.809,249.548,13.0647,85.072,63.8765,8.0553,8.11564,100.843,12.4725,719.16,30.5906,11.1261,48.6845,56.1456,17.4572,8.45561,95.3475,162.87,53.9064,15.4223,181.128,15.8486,272.307,1251.19,162.096,35.6969,44.3575,137.709,11.747,225.749,460.521,6.9579,28.0315,15.1911,257.831,96.4142,111.336,24.0359,18.0922,1054.8,10.7864,Autism
13.5365,33.0793,43.2851,17.5079,21.274,382.01,262.405,14.5726,51.8891,76.4658,9.76502,8.8285,124.328,16.1984,990.859,35.7555,10.7558,69.3954,65.7184,19.4212,9.09886,89.3656,267.936,64.373,16.5573,178.21,17.3545,470.868,1144.6,145.541,44.242,50.015,165.962,13.4039,326.137,378.276,6.43353,28.4098,19.0096,239.535,82.1559,102.615,24.0525,16.5538,1217.03,13.6189,Autism
17.8011,39.1309,46.6141,23.6699,17.7552,270.269,222.537,18.6727,36.0831,102.344,10.2494,10.5126,70.0168,16.9885,529.078,34.3752,11.6613,51.7076,80.4085,22.141,9.75042,159.903,107.216,63.8686,16.7307,146.19,24.4744,228.376,1325.93,199.124,48.9819,66.3408,81.2347,15.3664,139.989,299.89,6.35869,24.4972,20.0735,227.827,57.6873,143.473,34.5023,18.0609,831.559,12.0167,Autism
14.2696,52.4843,42.1095,21.3851,18.1259,402.248,274.658,14.937,45.8643,116.72,9.63308,8.73234,111.517,20.9291,777.223,36.4747,9.80951,63.2827,79.507,20.3342,8.48025,152.437,155.695,72.7864,18.1459,129.999,27.8703,332.967,1188.08,165.626,52.398,59.3271,88.1824,15.0315,314.235,363.036,6.50313,13.6109,24.9366,283.371,33.5965,108.433,24.6618,25.0991,1333.54,12.9344,Autism
12.8572,28.001,33.8927,16.2934,21.4134,374.494,218.299,13.6661,56.9632,81.7249,11.8239,10.8317,140.167,15.7712,1004.39,26.6859,11.5182,45.1527,51.8225,21.046,9.18918,78.5369,63.7531,54.8439,16.5055,112.358,16.6698,342.058,1134.96,141.849,41.0986,57.2919,87.325,16.9236,282.426,419.153,6.61473,34.3974,14.0976,382.123,81.0039,89.8537,21.4587,18.265,1134.22,13.0971,Autism
15.5022,49.41,44.4952,18.3914,19.4847,519.937,265.042,14.9586,46.942,118.607,11.0927,9.6856,132.746,18.4848,1014.2,33.2894,9.34117,55.53,67.3594,22.1762,8.05361,144.961,259.775,57.1879,20.3515,180.589,27.1986,427.927,1106.84,178.368,36.7089,62.5679,149.343,17.8897,383.847,410.715,7.64499,21.0958,17.173,271.809,72.2536,138.054,22.1762,16.5272,1235.9,13.5729,Autism
17.2176,32.1446,40.082,22.333,23.1726,409.788,266,14.8944,52.9629,75.5192,8.74108,8.47174,105.871,15.039,865.735,38.4005,10.5082,67.4662,69.4082,17.3873,11.8367,100.31,95.9964,58.1966,17.532,159.987,18.8822,454.691,1222.68,151.301,50.2217,47.2714,107.831,16.5756,300.335,432.393,6.31611,29.1238,21.3477,299.394,57.8655,96.8805,18.5674,21.2367,1405.51,10.6216,Autism
14.3004,34.6873,39.7926,12.9726,17.5509,439.312,226.355,11.0015,54.5578,62.9958,8.75672,7.10789,127.764,10.7392,750.385,26.728,11.4021,49.3055,54.1496,17.4528,6.61619,97.3848,108.924,56.364,18.9562,140.985,21.8126,417.415,1375.58,170.224,38.1829,51.509,128.111,15.5171,425.842,470.795,6.20501,37.9702,16.5113,310.974,101.023,108.894,18.4778,11.4429,1427.71,13.5149,Autism
17.9485,39.6188,47.4078,24.9634,18.8334,389.036,252.217,20.8427,58.5562,95.0127,13.8275,10.5641,143.553,13.4347,947.477,33.4933,11.4551,41.2447,96.2392,18.0435,9.88068,161.228,209.125,58.0277,22.2618,160.57,28.6394,325.276,1164.64,223.032,51.7271,77.0152,113.233,16.2029,161.573,420.436,7.37977,11.4841,17.1048,348.552,86.1675,148.779,30.5904,23.3866,1271.71,10.8013,Autism
14.7969,35.8964,43.5213,15.8161,18.0583,403.761,223.893,11.9133,43.2312,85.5665,8.15841,7.4561,91.0815,14.3989,844.153,27.9869,12.1763,51.0663,64.6116,15.4776,9.72457,111.51,188.264,62.7671,16.8366,141.248,25.6304,382.774,1370.83,173.536,39.8663,59.8409,76.2889,16.9031,270.057,420.776,7.68622,28.1563,18.3933,380.174,85.2098,101.335,25.7578,20.0994,1443.08,13.5495,Autism
13.9975,42.2579,42.9013,18.0353,16.1451,625.077,312.698,17.6748,40.6805,73.3835,8.71027,9.12877,127.055,13.4126,1019.31,32.8918,14.4499,53.491,52.1516,22.7379,8.08733,114.318,416.099,56.8111,17.5615,126.551,24.8813,431.739,1025.97,175.79,34.835,65.9742,142.905,19.0035,333.309,592.515,7.78727,38.6373,18.841,358.875,106.411,125.257,36.6333,16.9935,1589.99,17.462,Autism
15.4901,53.474,42.9615,11.6642,14.3017,388.98,301.926,10.9337,35.7377,99.6601,11.6528,7.54672,88.1511,35.3202,844.092,26.4982,9.54034,67.7586,100.737,18.1358,7.60099,93.8665,210.31,37.0093,33.854,159.982,15.9719,362.309,961.02,159.392,31.3917,50.3542,123.304,11.8815,247.152,333.259,6.85272,17.4358,15.2102,276.117,89.7233,110.703,26.6254,14.6225,1096.8,17.5909,Autism
14.2923,30.5472,29.8088,12.6823,18.1099,377.717,276.574,12.6078,75.1093,59.8519,7.8817,8.54948,133.921,11.3207,704.38,40.86,13.114,62.9869,45.2664,18.7612,9.20075,76.2329,283.267,50.1662,19.6745,183.493,14.8103,316.713,1156.7,134.632,36.4868,51.8427,123.109,14.2817,246.963,326.534,5.7741,24.6882,9.57445,261.899,69.1316,93.0635,25.2448,13.2246,1215.52,13.6361,Autism
12.887,42.7266,40.8497,13.9552,16.912,400.447,303.546,16.4509,63.673,63.5898,9.11131,7.8735,109.051,24.9968,1143.41,36.3642,7.85775,49.3799,73.3765,16.4463,10.061,116.314,268.92,44.3153,18.5741,201.897,16.055,317.917,1142.13,111.533,34.1771,49.0749,162.098,14.535,300.241,406.771,5.95518,21.1018,19.5094,327.604,77.2893,105.919,25.3006,14.4305,1173.89,16.4117,Autism
